Key,Spanish
display_event.bandit_leave,El personaje de incógnito se ha ido de la provincia
tech.trade_tax_reduce,Contratos ambiguos
tech.market_depth_increase,Exigir ampliación
tech.book_rewrite_cost_decrease,Fuente estrecha
tech.saint_king,Santidad del poder
tech.church_defence,Protección de la Madre Sophia
tech.easier_divorce,Apología del divorcio
tech.bishop_fix_relations,Reconciliación redentora
tech.detach_ex_bandit,Borrón y cuenta nueva
tech.knife_battle_stronger,Maestro de la daga
tech.stronger_weapon,Ungüento de durabilidad
tech.better_training,Reclutas
tech.moral_vs_bandits,Azote de los bandidos
knowledge.blocked_reason.contracts_required,{number_of_contracts}/{required_contracts} contratos comerciales
knowledge.blocked_reason.books_required,Libros: {number_of_books}/{required_books}
knowledge.blocked_reason.soldiers_required,Guerreros: {number_of_soldiers}/{required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Relación con la matriarca: {number_of_relation}/{required_relation}
map.maniac_in_bandit_camp,Personaje de incógnito en el campamento de bandidos
map.menu.quest.manuac_captived,El personaje de incógnito ha sido capturado.
actor.part_of_nature.trader,Mercader
actor.action_task.church_defence,Protección de la Familia Feliz
actor.action_task.bishop_fix_relations,Arrepentimiento del odio
opinion_mind.repentance_of_hatred,Arrepentimiento del odio
opinion_mind.church_defence_request,Ha revelado su debilidad al solicitar protección
knowledge.blocked_reason.caravan_bring_required,Uno de los señores debe saber {knowledge_name}.
input.not_bounded,Sin asignar
input.key_already_used,Tecla ya en uso
opinion_mind.bishop_guest_accept,Acogido por el sacerdote
input.action.quick_save,Guardado rápido
matriarch.church_defence_active,Días hasta que termine la protección de la Familia Feliz: {days}.
actor.part_of_nature.philosoph,Erudito
mind.fight_agains_bandit,Azote de los bandidos
opinion_mind.my_master,Mi ídolo
opinion_mind.my_puppet,Mi marioneta
mind.made_gift_to_master,Le ha dado un regalo a su ídolo
mind.master_death,La muerte de un ídolo
appoint.puppet_action_set,"Como resultado, la lealtad de la marioneta se reducirá"
display_event.puppet_become,{master} ha doblegado a {puppet} a su voluntad.
display_event.puppet_reset,{puppet} ya no es una marioneta.
opinion_mind.forced_to_crime,Forzado a cometer un crimen
opinion_mind.forced_to_action,Forzado a actuar
actor.opinion.special.master,Ídolo
actor.opinion.special.puppet,Marioneta
actor.relations.filter.puppets,Marionetas
opinion_mind_interest.lust,Rasgo Lujuria
menu.army.new_army.create.build_hall,No disponible. Construye el salón de reuniones.
opinion_mind.forced_puppet_rebellion,Ha usado a la marioneta para la rebelión
map.lord_rebellion_puppet,Rebelión de la marioneta
changelog.header,Novedades
display_event.check_problems,Comprueba la lista de problemas
display_event.lord_dead_in_hostage,{name}: ha muerto en cautiverio
mind.bad_hunt,Cacería sin éxito
opinion_mind.bad_hunter,Mal cazador
display_event.bad_hunt_on_global_map,{name}: cacería sin éxito
beta_branch.title,Versión del juego
beta_branch.set,Configurar y reiniciar
display_event.guest_role_revealed,{guest_name}: intenciones reveladas
opinion_mind.good_reception,Ha dado la bienvenida a mi señor como un anfitrión atento.
opinion_mind.bad_reception,Ha recibido a mi señor como un mal anfitrión.
actor.action_task.slander,Calumniar
actor.action_task.praise,Alabar
opinion_mind.made_a_gift,Ha dado un regalo
guest_role.communicative,Sociable
guest_role.duelist,Duelista
guest_role.provoker,Provocador
guest_role.puppet_master,Titiritero
guest_role.manipulator,Manipulador
guest_role.seducer,Seductor
guest_role.player,Jugador
guest_role.educator,Ilustrador
actor.action_task.donate_to_master,Regalar al ídolo
building.fortification_gate,Portón
building.fortification_tower,Torre de defensa
trait.puppet,Marioneta
opinion_mind.slander_to_other,Le guarda rencor a otra persona
mind.beer_drinking,Ebriedad: cerveza
mind.prayed,Ha rezado
mind.sleepiness,Somnolencia
trait.sleepiness,Somnolencia
map.category.agression,Agresión
9map.appoint.sub_category.sudden_attack,Ataques repentinos
trait.sex_desire_weak,Deseo sexual
trait.sex_desire_strong,Obsesión sexual
mind.sex_desire_weak,Deseo sexual
mind.sex_desire_strong,Obsesión sexual
trait.malnutrition,Malnutrición
mind.malnutrition,Malnutrición
opinion_mind.sudden_attacked_me,Me ha atacado repentinamente
opinion_mind.sudden_attack_traity,Me ha atacado repentina y traicioneramente
opinion_mind.sudden_force_neutrality_me,Forzándome a permanecer neutral
menu.bodyguard,GUARDAESPALDAS
bodyguard.maximal_count,GUARDIAS
bodyguard.minimal_battle_level,Nivel mínimo de combate
activity_state.bodyguard_watching,Protegiendo al señor
trait.on_bender,Aturdimiento por borrachera
notification.on_bender,{name}: está como una cuba
display_event.sudden_attack,¡Un ataque repentino! El ejército de {faction_name} se ha puesto en marcha.
bodyguard.status.no_guards,No hay guerreros disponibles
bodyguard.status.active,La guardia durará hasta las 4:00.
bodyguard.status.start_soon,La guardia empezará a las 23:00.
bodyguard.appoint_line_1,Asignar guardaespaldas
bodyguard.appoint_line_2,Guardaespaldas {current}/{limit}
actor.general,GENERAL
actor.important_feelings,FUERTES SENTIMIENTOS
opinion_mind.my_master_enemy,El enemigo de mi ídolo
opinion_mind_interest.culture,Cultura misteriosa
trait.crimer,Criminal
building.menu.terror_slaves,Prisionero {count}
building.menu.criminal,Criminales
menu.migration.change,Inmigrantes: {count}
mind.crime_in_city,Crimen en la ciudad
opinion_mind.small_talk,Ha tenido una conversación informal
wolf.name,Lobo
pig.name,Cerdo
tech.philosophy_history,Historia de la filosofía
mind.slept_on_ground,Ha dormido en el suelo
building.temple.preach.usual_preach,Sermón de alegría
faction.bums_in_rags,Gente harapienta
menu.buidling.church.mind_add,Humor +{moral_add}
menu.buidling.church.fanatics_new,Creará fanáticos
menu.buidling.church.agnostics_new,Creará agnósticos
menu.building.church.preach_cost,Coste: <hint=hint_resource_rune>{cost}</hint> (va al bolsillo del obispo).
trait.duelist,Duelista
trait.intriguan,Confabulador
display_event.bums_in_rags_can_attack,Se ha visto a gente harapienta cerca
actor.class.only_fists,Sin armas
display_event.bums_in_rags_attack_town,¡Los harapientos atacan la ciudad!
mind.was_in_patrol,Estaba de patrulla
actor.deep_social_alias.small_talk_1,{name_initiator} y {name_target} han intercambiado comentarios informales.
actor.deep_social_alias.small_talk_2,{name_initiator} y {name_target} han pasado el rato charlando agradablemente.
actor.deep_social_alias.small_talk_3,{name_initiator} y {name_target} charlan de cosas intrascendentes.
actor.deep_social_alias.small_talk_4,{name_initiator} y {name_target} debaten sobre las noticias recientes.
actor.deep_social_alias.small_talk_5,{name_initiator} y {name_target} disfrutan de la compañía mutua.
mind.ceremony,Impresionado por la ceremonia
building.menu.church.repeat_preach,Repetir todos los días
opinion_mind.king_bribe_me,Le han ordenado que me dé un regalo
opinion_mind.seduce,La opinión de mi seductor
building.menu.terror_nodody,Sin castigos
building.menu.terror_criminals,Criminales en prisión: {count}
actor.action_task.make_puppet,Hacer una marioneta
mind.overpopulation,Sobrepoblación
guest_role.parent,Progenitor
faction.unique_guests_piligrims,Peregrinos
advisor.peasants_unhappy_2,Los campesinos abandonan la ciudad
action_task.category.intrigue,Intrigas
display_event.burned_library,¡La biblioteca se ha quemado!
display_event.bums_in_rags_attack_soon,¡Los harapientos se acercan a la ciudad!
actor.action_task.donate_to_bishop,Recompensa al obispo
advisor.deadly_enemy,Enemistad acérrima
building.menu.autoset_as_inspector,Asignación automática
display_event.clerk_autoseted,{building_name}: edificio construido. Se ha asignado a un funcionario de la cancillería como inspector.
opinion_mind.matriarch_sudden_attack_fair,Ataca sin previo aviso
opinion_mind.matriarch_sudden_attack_unfair,Ataca a los vecinos sin previo aviso
display_event.building_builded,{building_name}: se ha construido el edificio
display_event.bishop_study_discard,{study_target}: educación suspendida
duel.is_bad,"</b>Atención:</b>  
Las relaciones entre los personajes no son hostiles, así que provocar un duelo se considerará un intento de asesinato, del que el gobernante será responsable.  

Por tanto, la actitud de la <hint=hint_relations_matriarch>matriarca</hint> hacia tu gobernante empeorará en <red>{rel_de}</red>."
mutator.without_bums_in_rags,Sin harapientos
display_event.rings_inheritance,{heir}: ha heredado
notification.puppet_donate_to_master,{puppet} -> {master}: le ha dado un regalo a su ídolo
menu.army.create_squad.title,Creación de escuadra
menu.army.create_squad,Crea un escuadra
menu.army.hire_soldier,Contrata guerreros
display_event.soldiers_cant_trait,Entrenamiento de guerreros en pausa
building.menu.farm_autorefill,Autofertilización
trait.planned_sex,Cita programada
menu.army.new_army.save_squad_composition,Сохранить состав
display_event.inspector_replaced,Reasignación de inspecciones
display_event.knowledge_interaction_removed_by_blind,Tarea de conocimiento cancelada
activity_state.sacrifice_ceremony.process,Participa en el sacrificio
building.training_ground.training,ENTRENAMIENTO
building.training_ground.experience,Experiencia por golpe:
building.training_ground.max_level,Máximo nivel de entrenamiento:
building.training_ground.trained,Guerreros entrenados:
trait.monogam_warning,"El personaje tiene el rasgo <hint=hint_monogam>monogamia</hint>, de modo que, si está casado, su capacidad de satisfacer deseos sexuales está limitada a su legítimo cónyuge.

$ Si está casado, asegúrate de que la actitud de su cónyuge hacia él esté por encima de 0."
advisor.monogam_problem,Los personajes monógamos sufren.
king_has_duty_of_honor,"{soul_uuid_king} tiene contigo una <hint=hint_debt_of_honor>deuda de honor</hint>. Realizará esta acción de forma voluntaria, pero la deuda se considerará cumplida."
king_remove_duty_of_honor,{soul_uuid_king} ha realizado tu petición y ya no tiene contigo una <hint=hint_debt_of_honor>deuda de honor</hint>.
advisor.puppet_can_act,El peligro de las acciones de las marionetas
advisor.matriarch_bad_opinion,La matriarca está furiosa
advisor.bishop_bad_opinion,El obispo está furioso
notification.puppet_bribe_success,{name}: sobornado por una marioneta
soul_will_gain_duty_of_honor,{soul_uuid_duty_target} estará <hint=hint_debt_of_honor>vinculado por honor</hint> con tu gobernante.
soul_gained_duty_of_honor,{soul_uuid_duty_target} ahora está <hint=hint_debt_of_honor>vinculado por honor</hint> con tu gobernante.
opinion_mind.made_faith_preach,Predicando sobre Sophia
opinion_mind.made_doubt_preach,Predicando sobre la duda
map.duty_of_honor,Deuda de honor
display_event.duty_of_honor_appear,Deuda de honor
display_event.duty_of_honor_complete,Deuda de honor cumplida
display_event.duty_of_honor_reset_player_king_changed,La deuda de honor ya no tiene validez
display_event.duty_of_honor_reset_king_changed,La deuda de honor ya no tiene validez
advisor.terror_active,La inmigración se ha reducido debido al terror.
trait.immobilization_reasons,No puede moverse debido a:
economic_summary.no_instruction,<b>Instrucciones no recibidas:</b>
economic_summary.broken,<b>Roto o inoperativo:</b>
economic_summary.not_enought_workers,<b>Trabajadores insuficientes:</b>
economic_summary.depleted_soon,<b>Campos a punto de agotarse:</b>
world_summary.day_events,<center>Eventos para el día en curso</center>
world_summary.neighbore_events,<center>Eventos de regiones vecinas</center>
daily_stat.peasants,<b>CAMPESINOS</b>
daily_stat.peasant_left_city,$ Han dejado la ciudad: {peasant_left}
daily_stat.peasants_become_bandit,$ Convertidos en <hint=hint_persons_criminal>vagabundos</hint>: {peasant_criminal}
daily_stat.peasants_become_thug,$ Convertidos en <hint=hint_persons_cuthroat>criminales</hint>: {peasant_thug}
daily_stat.peasants_become_fanatics,$ Convertidos en <hint=hint_persons_fanatic>fanáticos</hint>: {peasant_fanatic}
daily_stat.peasants_become_loyalists,$ Convertidos en <hint=hint_loyalist>fieles al régimen</hint>: {peasant_loyalist}
daily_stat.migrants,$ <hint=hint_migration>Inmigrantes</hint> esperados: {peasant_migrant}
daily_stat.slaves,<b>PRISIONEROS</b>
daily_stat.slaves_dead,$ Prisioneros fallecidos: {slave_dead}
daily_stat.slaves_unhappy,$ Prisioneros descontentos: {slave_unhappy}
daily_stat.slaves_rebellion_chance,$ Probabilidad de <hint=hint_slave_riot>rebelión</hint>: {slave_rebellion_chance} %
daily_stat.warriors,<b>GUERREROS</b>
daily_stat.warriors_dead,$ Guerreros fallecidos: {soldier_dead}
daily_stat.warriors_inflamed_wounds,$ Con <hint=hint_wounds_open>heridas infectadas</hint>: {soldiers_sick}</red>
daily_stat.warriors_average_mood,$ Humor promedio: {soldier_happiness}
daily_stat.warrirors_become_loyalists,$ Convertidos en <hint=hint_loyalist>fieles al régimen</hint>: {soldier_loyalist}
daily_stat.deserted,$ Desertores: {soldier_gone}
faction.migrants,Inmigrantes
display_event.migrants_waiting_to_be_in,Inmigrantes en las puertas
building.menu.migration,INMIGRACIÓN
display_event.migrants_leaving,Los inmigrantes abandonan la ciudad
activity.migrant_go,Dirigiéndose a la puerta de la ciudad
activity.knight_hire_waiting,Esperando a volver a ser contratado
menu.army.knight_expired_contract,"El contrato de este mercenario ha expirado, pero aún no se ha ido de tu ciudad. Aún puedes contratarlo antes de {leaving_time}."
display_event.knight_contract_expired,El contrato del mercenario ha expirado.
display_event.knight_leaving_province,El mercenario abandona la ciudad.
advisor.knights_contracts,El contrato del mercenario está a punto de expirar.
social_class.soldier,Guerrero
actor.loyalty_rating,LEALTAD
building.temple.preach.preach_loyalty,Sermón de lealtad
display_event.puppet_sponsored,La marioneta ha recibido fondos
economics_manager.title,Economía diaria
display_event.loyalty_rebellion_can_soon_rise,{name}: amenaza de rebelión militar
display_event.loyalty_rebellion_start,Rebelión militar iniciada
display_event.loyalty_rise_discarded,Rebelión militar cancelada
