Key,Czech
opinion_mind.forced_puppet_rebellion,Využití loutky k povstání
map.lord_rebellion_puppet,Vzpoura loutky
changelog.header,Co je nového?
display_event.check_problems,Podívej se na seznam problémů
display_event.lord_dead_in_hostage,{name}: smrt v zajetí
mind.bad_hunt,Neúspěšný lov
opinion_mind.bad_hunter,Špatný lovec
display_event.bad_hunt_on_global_map,{name}: Neúspěšný lov
beta_branch.title,Odvětví hry
beta_branch.set,Nastavit a restartovat
display_event.guest_role_revealed,{guest_name}: odhalené úmysly
opinion_mind.good_reception,Vlídné přivítání pána.
opinion_mind.bad_reception,Špatné pohoštění pána.
actor.action_task.slander,Pomluva
actor.action_task.praise,Chvála
opinion_mind.made_a_gift,Předání dárku
guest_role.communicative,Družnost
guest_role.duelist,Duelista
guest_role.provoker,Provokatér
guest_role.puppet_master,Loutkář
guest_role.manipulator,Manipulátor
guest_role.seducer,Svůdník
guest_role.player,Hazardní hráč
guest_role.educator,Šiřitel osvícení
actor.action_task.donate_to_master,Dar idolu
building.fortification_gate,Brána
building.fortification_tower,Obranná věž
trait.puppet,Loutka
opinion_mind.slander_to_other,Nesnášení jiného postavy
mind.beer_drinking,Opilost: Pivo
mind.prayed,Modlitba
mind.sleepiness,Ospalost
trait.sleepiness,Ospalost
map.category.agression,Agrese
9map.appoint.sub_category.sudden_attack,Náhlé útoky
trait.sex_desire_weak,Sexuální touha
trait.sex_desire_strong,Sexuální posedlost
mind.sex_desire_weak,Sexuální touha
mind.sex_desire_strong,Sexuální posedlost
trait.malnutrition,Podvýživa
mind.malnutrition,Podvýživa
opinion_mind.sudden_attacked_me,Náhle mě napadli
opinion_mind.sudden_attack_traity,Náhle a zákeřně mě napadli
opinion_mind.sudden_force_neutrality_me,Donutili mě k neutralitě
menu.bodyguard,OSOBNÍ STRÁŽ
bodyguard.maximal_count,STRÁŽE
bodyguard.minimal_battle_level,Min. bojová úroveň
activity_state.bodyguard_watching,Hlídá lorda
trait.on_bender,Opilecká ztuhlost
notification.on_bender,{name}: bujará pitka!
display_event.sudden_attack,Náhlý útok! Vojsko frakce {faction_name} je na pochodu!
bodyguard.status.no_guards,Žádní dostupní válečníci.
bodyguard.status.active,Hlídání bude trvat do 4:00.
bodyguard.status.start_soon,Hlídání začne ve 23:00.
bodyguard.appoint_line_1,Přiřadit osobní stráž
bodyguard.appoint_line_2,Osobní stráž {current}/{limit}
actor.general,OBECNÉ
actor.important_feelings,SILNÉ POCITY
opinion_mind.my_master_enemy,Nepřítel mého idolu
opinion_mind_interest.culture,Zajímavá kultura
trait.crimer,Zločinec
building.menu.terror_slaves,Vězeň {count}
building.menu.criminal,Zločinci
menu.migration.change,Přistěhovalci: {count}
mind.crime_in_city,Zločin ve městě
opinion_mind.small_talk,Má za sebou nevázaný rozhovor
wolf.name,Vlk
pig.name,Prase
tech.philosophy_history,Dějiny filosofie
mind.slept_on_ground,Spaní na zemi
building.temple.preach.usual_preach,Kázání o radosti
faction.bums_in_rags,Trhani
menu.buidling.church.mind_add,Nálada +{moral_add}
menu.buidling.church.fanatics_new,Vytvoří fanatiky
menu.buidling.church.agnostics_new,Vytvoří agnostiky
menu.building.church.preach_cost,Cena: <hint=hint_resource_rune>{cost}</hint> (půjde do biskupovy kapsy).
trait.duelist,Duelista
trait.intriguan,Pletichář
display_event.bums_in_rags_can_attack,Nedaleko spatření trhani
actor.class.only_fists,Beze zbraně
display_event.bums_in_rags_attack_town,Trhani útočí na město!
mind.was_in_patrol,Má za sebou hlídku
actor.deep_social_alias.small_talk_1,{name_initiator} a {name_target} si vyměnili nevázané komentáře.
actor.deep_social_alias.small_talk_2,{name_initiator} a {name_target} spolu strávili příjemný rozhovor.
actor.deep_social_alias.small_talk_3,{name_initiator} a {name_target} mají za sebou nenucený rozhovor.
actor.deep_social_alias.small_talk_4,{name_initiator} a {name_target} probrali poslední novinky.
actor.deep_social_alias.small_talk_5,{name_initiator} a {name_target} si užili vzájemnou společnost.
mind.ceremony,Hluboký dojem z obřadu
building.menu.church.repeat_preach,Opakovat každý den
opinion_mind.king_bribe_me,Mají nakázáno dát mi dar
opinion_mind.seduce,Názor mého svůdnika
building.menu.terror_nodody,Žádné tresty
building.menu.terror_criminals,Uvěznění zločinci {count}
actor.action_task.make_puppet,Učinit loutkou
mind.overpopulation,Přelidnění
guest_role.parent,Rodič
faction.unique_guests_piligrims,Poutníci
advisor.peasants_unhappy_2,Rodiče odcházejí z města
action_task.category.intrigue,Intriky
display_event.burned_library,Knihovna shořela!
display_event.bums_in_rags_attack_soon,Trhani se přibližují k městu!
actor.action_task.donate_to_bishop,Odměnit biskupa
advisor.deadly_enemy,Nevraživost na smrt
building.menu.autoset_as_inspector,Automatické přiřazení
display_event.clerk_autoseted,{building_name}: Budova je postavena. Úředník z kancléřství byl přiřazen jako inspektor.
opinion_mind.matriarch_sudden_attack_fair,Útoky bez varování
opinion_mind.matriarch_sudden_attack_unfair,Útoky na sousedy bez varování
display_event.building_builded,{building_name}: budova je postavena
display_event.bishop_study_discard,{study_target}: Vzdělání bylo pozastaveno
duel.is_bad,"</b>Pozor:</b> 
Vztahy mezi postavami nejsou nepřátelské, takže vyprovokování souboje se bude považovat za pokus o vraždu, za který nese odpovědnost vládce. 

Postoj <hint=hint_relations_matriarch>matriarchy</hint> k tvému vládci se kvůli tomu zhorší o <red>{rel_de}</red>."
mutator.without_bums_in_rags,Žádní trhani
display_event.rings_inheritance,{heir}: Zděděný odkaz
notification.puppet_donate_to_master,{puppet} -> {master}: Předání dárku idolovi
menu.army.create_squad.title,Utvoření čety
menu.army.create_squad,Utvořit četu
menu.army.hire_soldier,Najmout válečníky
display_event.soldiers_cant_trait,Pozastavený výcvik válečníků
building.menu.farm_autorefill,Automatické hnojení
trait.planned_sex,Naplánované rande
menu.army.new_army.save_squad_composition,Uložit složení
display_event.inspector_replaced,Přeřazené inspekce
display_event.knowledge_interaction_removed_by_blind,Přerušená práce se znalostmi
activity_state.sacrifice_ceremony.process,Účastní se oběti
building.training_ground.training,VÝCVIK
building.training_ground.experience,Zkušenosti za zásah:
building.training_ground.max_level,Max. úroveň výcviku:
building.training_ground.trained,Vycvičení válečníci:
trait.monogam_warning,"Postava má vlastnost <hint=hint_monogam>monogamie</hint>, takže pokud se ožení či vdá, schopnost uspokojit sexuální potřeby se omezí pouze na zákonného partnera.

$ Pokud je postava sezdaná, postarej se, aby přízeň chotě vůči ní byla vyšší než 0."
advisor.monogam_problem,Monogamní postavy trpí.
king_has_duty_of_honor,"{soul_uuid_king} ti dluží <hint=hint_debt_of_honor>čestný dluh</hint>. S touto akcí bude ochotně souhlasit, ale dluh se bude považovat za splacený."
king_remove_duty_of_honor,Král {soul_uuid_king} vyhověl tvému požadavku a už ti nedluží <hint=hint_debt_of_honor>čestný dluh</hint>.
advisor.puppet_can_act,Nebezpečí kvůli činům loutek
advisor.matriarch_bad_opinion,Matriarcha je rozzuřená
advisor.bishop_bad_opinion,Biskup je rozzuřený
notification.puppet_bribe_success,{name}: úplatek od loutky
soul_will_gain_duty_of_honor,{soul_uuid_duty_target} bude mít vůči tvému vládci <hint=hint_debt_of_honor>čestnou povinnost</hint>.
soul_gained_duty_of_honor,{soul_uuid_duty_target} má nyní vůči tvému vládci <hint=hint_debt_of_honor>čestnou povinnost</hint>.
opinion_mind.made_faith_preach,Velebení Sofie
opinion_mind.made_doubt_preach,Kázání o pochybách
map.duty_of_honor,Čestný dluh
display_event.duty_of_honor_appear,Čestný dluh
display_event.duty_of_honor_complete,Splacený čestný dluh
display_event.duty_of_honor_reset_player_king_changed,Čestný dluh už neplatí
display_event.duty_of_honor_reset_king_changed,Čestný dluh už neplatí
advisor.terror_active,Přistěhovalectví je nižší kvůli teroru.
trait.immobilization_reasons,Nelze se přesunout z důvodu:
economic_summary.no_instruction,<b>Neobdržené pokyny:</b>
economic_summary.broken,<b>Rozbité či nefunkční:</b>
economic_summary.not_enought_workers,<b>Nedostatek dělníků:</b>
economic_summary.depleted_soon,<b>Pole na pokraji vyčerpání:</b>
world_summary.day_events,<center>Události pro aktuální den</center>
world_summary.neighbore_events,<center>Události ze sousedních regionů</center>
daily_stat.peasants,<b>ROLNÍCI</b>
daily_stat.peasant_left_city,$ Odešli z města: {peasant_left}
daily_stat.peasants_become_bandit,$ Stali se <hint=hint_persons_criminal>pobudy</hint>: {peasant_criminal}
daily_stat.peasants_become_thug,$ Stali se <hint=hint_persons_cuthroat>hrdlořezy</hint>: {peasant_thug}
daily_stat.peasants_become_fanatics,$ Stali se <hint=hint_persons_fanatic>fanatiky</hint>: {peasant_fanatic}
daily_stat.peasants_become_loyalists,$ Stali se <hint=hint_loyalist>loajalisty</hint>: {peasant_loyalist}
daily_stat.migrants,$ Očekávaní <hint=hint_migration>přistěhovalci</hint>: {peasant_migrant}
daily_stat.slaves,<b>VĚZNI</b>
daily_stat.slaves_dead,$ Mrtví vězni: {slave_dead}
daily_stat.slaves_unhappy,$ Nespokojení vězni: {slave_unhappy}
daily_stat.slaves_rebellion_chance,$ Šance na <hint=hint_slave_riot>vzpouru</hint>: {slave_rebellion_chance} %
daily_stat.warriors,<b>VÁLEČNÍCI</b>
daily_stat.warriors_dead,$ Mrtví válečníci: {soldier_dead}
daily_stat.warriors_inflamed_wounds,$ Postižení <hint=hint_wounds_open>zaníceným zraněním</hint>: {soldiers_sick}</red>
daily_stat.warriors_average_mood,$ Průměrná nálada: {soldier_happiness}
daily_stat.warrirors_become_loyalists,$ Stali se <hint=hint_loyalist>loajalisty</hint>: {soldier_loyalist}
daily_stat.deserted,$ Zběhové: {soldier_gone}
faction.migrants,Přistěhovalci
display_event.migrants_waiting_to_be_in,Přistěhovalci před branami
building.menu.migration,PŘISTĚHOVALECTVÍ
display_event.migrants_leaving,Přistěhovalci odcházejí z města
activity.migrant_go,Míří k městské bráně
activity.knight_hire_waiting,Čeká na opětovný nábor
menu.army.knight_expired_contract,"Tomuto žoldákovi vypršela smlouva, ale ještě z tvého města neodešel – můžeš si ho stále najmout do {leaving_time}."
display_event.knight_contract_expired,Žoldákovi vypršela smlouva.
display_event.knight_leaving_province,Žoldák odchází z města.
advisor.knights_contracts,Žoldákovi brzo vyprší smlouva.
social_class.soldier,Válečník
actor.loyalty_rating,VĚRNOST
building.temple.preach.preach_loyalty,Kázání o věrnosti
display_event.puppet_sponsored,Loutka získala prostředky
economics_manager.title,Denní ekonomika
display_event.loyalty_rebellion_can_soon_rise,{name}: Hrozba vojenské vzpoury
display_event.loyalty_rebellion_start,Vojenská vzpoura začala
display_event.loyalty_rise_discarded,Vojenská vzpoura byla zrušena
display_event.repair_hall,Opravit síň
duel.loyalty_change,{soul_uuid} obdrží {number} k věrnosti
menu.buidling.church.preach_loyalty,Zvýšit věrnost
actor.sad_about_death,"Příbuzní a přátelé zesnulé postavy, kteří budou oplakávat její smrt:
{lords_list}"
display_event.lord_dead,{name} umírá
actor.angered_to_king_for_death,Tito lordové jsou navíc naštvaní na krále kvůli smrti postavy.
actor.sad_about_punish,"Příbuzní a přátelé postavy, kteří se naštvou, pokud ji stihne trest:
{lords_list}"
soldiers.loyalty_hud,$ Věrnost králi: {loyalty} %
display_event.ai_loyalty_preach,{name}: vede kázání o věrnosti mezi válečníky
advisor.high_loyalty,Věrnost vojska je ohrožena
loyalty_reason.battle_win,Vítězství v nedávné bitvě
loyalty_reason.duel,Vítězství v nedávném souboji
loyalty_reason.inspection,Inspekce
loyalty_reason.fanatics,Fanatici
loyalty_reason.loyalists,Loajalisté
gui_economics.production,Výroba
gui_economics.distribution,Rozdělení surovin
gui_economics.trade,Obchod a finance
gui_economics.once,Jednou
gui_economics.every_day,Každý den
gui_economics.required,Povinné
gui_economics.do_up_to_x,Dělat do X
gui_economics.do_x,Vyrobit X
gui_economics.sell,Prodat
gui_economics.by_price,Za cenu
gui_economics.internal_trade,Vnitřní obchod
gui_economics.new_task,Nový úkol
gui_economics.distribution_complete,Distribuce je hotová!
gui_economics.sale.cap,PRODEJ
gui_economics.do_x.cap,VYROBIT X
gui_economics.do_up_to_x.cap,DĚLAT DO X
gui_economics.every_day.cap,KAŽDÝ DEN
gui_economics.once.cap,JEDNOU
gui_economics.food,Jídlo
gui_economics.alcohol,Alkohol
gui_economics.alchemy,Alchymie
gui_economics.liquids,Tekutiny
gui_economics.weapons,Zbraně
gui_economics.armor,Zbroje
gui_economics.resources,Suroviny
building.menu.location_efficiency,LOKACE {hint}
building.menu.total_efficiency,Pracovní doba:
menu.building.church.preach_cost_new,Cena: <hint=hint_resource_gold>{cost}</hint> (půjde do biskupovy kapsy).
loyalty.total,Válečníci věrní této postavě: {soldiers} ({value} %) (válečníci)
loyalty.loyalists,Loajalističtí válečníci věrní králi: {soldiers} ({value} %)
loyalty.fanatics,Fanatičtí válečníci věrní králi: {soldiers} ({value} %)
loyalty.reasons_describe,Změny za dobu posledních {days} dnů:
advisor.placement_inefficient,Neefektivní umístění výroby
economic_summary.unefficient_placement,<b>Neefektivní umístění:</b>
activity_state.budget_transition.go,Interakce s pokladnou
activity.budget_transition,Interakce s pokladnou
actor.action_task.take_gold_small,Vzít malé množství zlata
actor.action_task.take_gold,Vzít zlato
actor.action_task.put_gold_small,Uložit malé množství zlata
actor.action_task.put_gold,Uložit zlato
action_task.category.budget,Pokladna
bodyguards.no_soldiers,Žádné dostupné stráže!
universal_appoint.empty,Žádné dostupné akce
advice.food_not_distributed,{group_name}: Nedostávají jídlo!
advice.food_not_for_sale,{group_name}: Nemohou si koupit jídlo!
mind.take_gold,Vybrané zlato
mind.put_gold,Uložené zlato
mind.take_ring,Vybrané svaté prsteny
mind.put_ring,Uložené svaté prsteny
actor.action_task.take_ring_small,Vzít malé množství svatých prstenů
actor.action_task.take_ring,Vzít svaté prsteny
actor.action_task.put_ring_small,Uložit malé množství svatých prstenů
actor.action_task.put_ring,Uložit svaté prsteny
building.spoilage_per_day,Kažení {spoilage} % za den
advice.storages_overflow,Sklad je plný
menu.construction.category.storages,Skladiště
building.granary,Sýpka
building.armory,Zbrojnice
building.builders,Stavitelský tábor
menu.tools.hint.economics,Hospodářství
building.menu.no_workers,Žádní dělníci
activity_state.buy_runes_go,Jde nakoupit svaté prsteny
activity_state.buy_runes_process,Kupuje svaté prsteny
activity_state.sell_runes_go,Jde prodat svaté prsteny
activity_state.sell_runes_process,Prodává svaté prsteny
building.support_preach,Kázání o podpoře
mind.humiliated_by_flattery,Pokora kvůli lichotkám
gui_economics.armory,Válečné zásoby
gui_economics.raw,Surové materiály
gui_economics.herbs,Rostlinstvo
loyalty_rebellion.potential_supporters,"Pravděpodobně se přidají ke vzbouřenci:
 {lords_list}"
economic_summary.spoilage_resources,<b>Zkažené suroviny:</b>
advice.storages_will_overflow_by_farm,Sklad přetéká sklizní
knight.name_prefix.male,Pan {name}
knight.name_prefix.female,Paní {name}
tech.economics_salary,Mzdy
