Key,Hungarian
display_event.soldiers_cant_trait,Harcosok kiképzése szünetel
building.menu.farm_autorefill,Automatikus trágyázás
trait.planned_sex,Ütemezett dátum
menu.army.new_army.save_squad_composition,Összetétel megőrzése
display_event.inspector_replaced,Átirányított ellenőrzések
display_event.knowledge_interaction_removed_by_blind,Ismeretmunka megszakítva
activity_state.sacrifice_ceremony.process,Részt vesz az áldozatban
building.training_ground.training,KÉPZÉS
building.training_ground.experience,Tapasztalat találatonként:
building.training_ground.max_level,Max. kiképzési szint:
building.training_ground.trained,Kiképzett harcosok:
trait.monogam_warning,"A karakter rendelkezik a <hint=hint_monogam>monogámia</hint> jellemvonással, így házasságban a szexuális vágyának kielégítése a törvényes házastársára korlátozódik.

$ Ha házas, gondoskodj róla, hogy a házastársa viszonya felé 0 felett legyen."
advisor.monogam_problem,A monogám karakterek szenvednek.
king_has_duty_of_honor,"{soul_uuid_king} <hint=hint_debt_of_honor>becsületbeli adóssággal</hint> tartozik neked. Önként beleegyezik ebbe a cselekvésbe, de az adósságot kiegyenlítettnek tekinti."
king_remove_duty_of_honor,"{soul_uuid_king} teljesítette a kérésedet, és nincs többé <hint=hint_debt_of_honor>becsületbeli adóssága</hint> feléd."
advisor.puppet_can_act,A bábok tetteinek veszélye
advisor.matriarch_bad_opinion,A Mátriárka dühös
advisor.bishop_bad_opinion,A püspök dühös
notification.puppet_bribe_success,{name}: megvesztegette egy báb
soul_will_gain_duty_of_honor,{soul_uuid_duty_target} a <hint=hint_debt_of_honor>becsületével tartozik</hint> majd az uralkodódnak.
soul_gained_duty_of_honor,{soul_uuid_duty_target} a <hint=hint_debt_of_honor>becsületével tartozik</hint> az uralkodódnak.
opinion_mind.made_faith_preach,Szófiáról prédikál
opinion_mind.made_doubt_preach,Kétkedésről prédikál
map.duty_of_honor,Becsületbeli adósság
display_event.duty_of_honor_appear,Becsületbeli adósság
display_event.duty_of_honor_complete,Becsületbeli adósság kiegyenlítve
display_event.duty_of_honor_reset_player_king_changed,Becsületbeli adósság már nem érvényes
display_event.duty_of_honor_reset_king_changed,Becsületbeli adósság már nem érvényes
advisor.terror_active,A terror miatt csökkent a bevándorlás.
trait.immobilization_reasons,"Nem tud mozogni, mert:"
economic_summary.no_instruction,<b>Nem kapott utasításokat:</b>
economic_summary.broken,<b>Rossz vagy nem működik:</b>
economic_summary.not_enought_workers,<b>Nincs elég munkás:</b>
economic_summary.depleted_soon,<b>A táblák hamarosan kimerülnek:</b>
world_summary.day_events,<center>Az aktuális nap eseményei</center>
world_summary.neighbore_events,<center>A környező régiók eseményei</center>
daily_stat.peasants,<b>PARASZTOK</b>
daily_stat.peasant_left_city,$ Elhagyta a várost: {peasant_left}
daily_stat.peasants_become_bandit,$ <hint=hint_persons_criminal>Csavargóvá</hint> lett: {peasant_criminal}
daily_stat.peasants_become_thug,$ <hint=hint_persons_cuthroat>Brigantivá</hint> lett: {peasant_thug}
daily_stat.peasants_become_fanatics,$ <hint=hint_persons_fanatic>Fanatikussá</hint> lett: {peasant_fanatic}
daily_stat.peasants_become_loyalists,$ <hint=hint_loyalist>Lojalistává</hint> lett: {peasant_loyalist}
daily_stat.migrants,$ Várható <hint=hint_migration>bevándorlók</hint>: {peasant_migrant}
daily_stat.slaves,<b>FOGLYOK</b>
daily_stat.slaves_dead,$ Elhalálozott foglyok: {slave_dead}
daily_stat.slaves_unhappy,$ Elégedetlen foglyok: {slave_unhappy}
daily_stat.slaves_rebellion_chance,$ <hint=hint_slave_riot>Lázadás</hint> esélye: {slave_rebellion_chance}%
daily_stat.warriors,<b>HARCOSOK</b>
daily_stat.warriors_dead,$ Elhalálozott harcosok: {soldier_dead}
daily_stat.warriors_inflamed_wounds,$ <hint=hint_wounds_open>Elfertőződött sebe</hint> van: {soldiers_sick}</red>
daily_stat.warriors_average_mood,$ Átlagos hangulat: {soldier_happiness}
daily_stat.warrirors_become_loyalists,$ <hint=hint_loyalist>Lojalistává</hint> lett: {soldier_loyalist}
daily_stat.deserted,$ Dezertált: {soldier_gone}
faction.migrants,Bevándorlók
display_event.migrants_waiting_to_be_in,Bevándorlók kapuknál
building.menu.migration,BEVÁNDORLÁS
display_event.migrants_leaving,A bevándorlók elhagyják a várost
activity.migrant_go,A városkapu felé tart
activity.knight_hire_waiting,Újrafelfogadásra vár
menu.army.knight_expired_contract,"A zsoldos megbízása lejárt, de még nem hagyta el a várost – még felfogadhatod {leaving_time} előtt."
display_event.knight_contract_expired,A zsoldos megbízása lejárt.
display_event.knight_leaving_province,A zsoldos elhagyja a várost.
advisor.knights_contracts,A zsoldos megbízása hamarosan lejár.
social_class.soldier,Harcos
actor.loyalty_rating,HŰSÉG
building.temple.preach.preach_loyalty,Hűségprédikáció
display_event.puppet_sponsored,A báb pénzt kapott
economics_manager.title,Napi gazdaság
display_event.loyalty_rebellion_can_soon_rise,{name}: Katonai lázadás fenyegetése
display_event.loyalty_rebellion_start,Katonai lázadás kezdődött
display_event.loyalty_rise_discarded,Katonai lázadás elmarad
display_event.repair_hall,A palota kijavítása
duel.loyalty_change,{soul_uuid} kap {number} pontot a hűségre
menu.buidling.church.preach_loyalty,Hűség növelése
actor.sad_about_death,"Az elhunyt karakter rokonai és barátai, akik halálát gyászolják:
{lords_list}"
display_event.lord_dead,{name} meghalt
actor.angered_to_king_for_death,Ezek a nemesek a halála miatt is dühösek az uralkodóra.
actor.sad_about_punish,"A karakter rokonai és barátai, akik dühösek lesznek, ha megbüntetik őket:
{lords_list}"
soldiers.loyalty_hud,$ hűség az uralkodóhoz: {loyalty}%
display_event.ai_loyalty_preach,{name}: hűség prédikációt tart harcosok között
advisor.high_loyalty,A hadsereg hűsége veszélyben
loyalty_reason.battle_win,Győzelem egy közelmúltbeli csatában
loyalty_reason.duel,Győzelem egy közelmúltbeli párbajban
loyalty_reason.inspection,Ellenőrzés
loyalty_reason.fanatics,Fanatikusok
loyalty_reason.loyalists,Lojalisták
gui_economics.production,Termelés
gui_economics.distribution,Nyersanyagelosztás
gui_economics.trade,Kereskedelem és pénzügyek
gui_economics.once,Egyszer
gui_economics.every_day,Mindennap
gui_economics.required,Szükséges
gui_economics.do_up_to_x,Csináld eddig: X
gui_economics.do_x,Csinálj ennyit: X
gui_economics.sell,Eladás
gui_economics.by_price,Ár:
gui_economics.internal_trade,Belső kereskedelem
gui_economics.new_task,Új feladat
gui_economics.distribution_complete,Elosztás kész!
gui_economics.sale.cap,ELADÁS
gui_economics.do_x.cap,CSINÁLJ ENNYIT: X
gui_economics.do_up_to_x.cap,CSINÁLD EDDIG: X
gui_economics.every_day.cap,MINDENNAP
gui_economics.once.cap,EGYSZER
gui_economics.food,Élelem
gui_economics.alcohol,Alkohol
gui_economics.alchemy,Alkímia
gui_economics.liquids,Folyadékok
gui_economics.weapons,Fegyverek
gui_economics.armor,Páncél
gui_economics.resources,Nyersanyagok
building.menu.location_efficiency,HELYSZÍN {hint}
building.menu.total_efficiency,Munkaidő:
menu.building.church.preach_cost_new,Költség: <hint=hint_resource_gold>{cost}</hint> (a püspök zsebébe vándorol).
loyalty.total,A karakterhez hű harcosok: {soldiers} ({value}%) ( harcosok)
loyalty.loyalists,A királyhoz hűséges lojalista harcosok : {soldiers} ({value}%)
loyalty.fanatics,A püspökhöz hű fanatikus harcosok: {soldiers} ({value}%)
loyalty.reasons_describe,Változások az elmúlt {days} napban:
advisor.placement_inefficient,Nem hatékony termelési elhelyezés
economic_summary.unefficient_placement,<b>Nem hatékony elhelyezés:</b>
activity_state.budget_transition.go,Interakció a kincstárral
activity.budget_transition,Kincstári interakció
actor.action_task.take_gold_small,Vegyél el kis mennyiségű aranyat
actor.action_task.take_gold,Arany felvétele
actor.action_task.put_gold_small,Tegyél letétbe kis mennyiségű aranyat
actor.action_task.put_gold,Arany letét
action_task.category.budget,Kincstár
bodyguards.no_soldiers,Nincs elérhető őr!
universal_appoint.empty,Nincs elérhető beavatkozás
advice.food_not_distributed,{group_name}: Nem kap élelmet!
advice.food_not_for_sale,{group_name}: Nem tud élelmet venni!
mind.take_gold,Arany elvéve
mind.put_gold,Letétbe helyezett arany
mind.take_ring,Szent Gyűrűk felvéve
mind.put_ring,Szent Gyűrű letét
actor.action_task.take_ring_small,Vegyél fel kis mennyiségű Szent Gyűrűt
actor.action_task.take_ring,Szent Gyűrűk felvétele
actor.action_task.put_ring_small,Tegyél letétbe kis mennyiségű Szent Gyűrűt
actor.action_task.put_ring,Letétbe helyezett Szent Gyűrűk
building.spoilage_per_day,Romlás naponta {spoilage}%
advice.storages_overflow,A raktár megtelt
menu.construction.category.storages,Raktárak
building.granary,Magtár
building.armory,Fegyvertár
building.builders,Építők tábora
menu.tools.hint.economics,Gazdaság
building.menu.no_workers,Nincs munkás
activity_state.buy_runes_go,Megy Szent Gyűrűket vásárolni
activity_state.buy_runes_process,Szent Gyűrűket vásárol
activity_state.sell_runes_go,Megy Szent Gyűrűket eladni
activity_state.sell_runes_process,Szent Gyűrűket ad el
building.support_preach,Támogató prédikáció
mind.humiliated_by_flattery,Hízelgéssel megalázva
gui_economics.armory,Háborús készletek
gui_economics.raw,Nyersanyagok
gui_economics.herbs,Növényzet
loyalty_rebellion.potential_supporters,"Valószínűleg a lázadó oldalára áll:
 {lords_list}"
economic_summary.spoilage_resources,<b>Tönkrement nyersanyagok:</b>
advice.storages_will_overflow_by_farm,A raktár túltelítődik a betakarítással
knight.name_prefix.male,{name} úr
knight.name_prefix.female,{name} úrhölgy
tech.economics_salary,Bérek
tech.internal_trade,Belső kereskedelem
display_event.people_not_recieve_food,{group_name}: Nem kap élelmet!
mind.dummy_rich,Vagyon
map.lord_rebellion_lord,Lázadó politikus
mind.visited_public_place,Meglátogatott egy nyilvános helyet
building.menu.comfort,KÉNYELEM.
opinion_mind.my_protege,Pártfogoltam
trait.politic,Politikus
building.menu.warriors_priority,Harcosok elsőbbsége
menu.army.group.mercenaries_new,ZSOLDOSOK ({count})
building.warehouse_header,KAPACITÁS
building.effect.living_zone,Szomszédok
mind.house_comfort,Épület kényelme
menu.battle_squad.edit_squad,Osztag szerkesztése
menu.army.edit_squad.title,Osztag szerkesztése
menu.army.edit_squad.accept,Alkalmaz
display_event.lord_become_politic,{name}: politikussá vált
actor.action_task.praise_super,Békülés
notification.character_praise_super,{name_target} -> {name_third_person}: a kapcsolat békülés hatására javult.
mind.gold_count_no,Üres zsebek
mind.gold_count_mid,Jóléti
mind.gold_count_high,Undorítóan gazdag
opinion_mind_interest.rings,Gyönyörű Szent Gyűrűk
opinion_mind.envy_gold,Az arany irigysége
mind.saint_punch,"Szent pofon
"
notification.ai_preach_process,"{name} prédikál: {preach}
"
mind.dummy_poor,Üres zsebek
mind.dummy_very_rich,Undorítóan gazdag
mind.soldier_poor,Üres zsebek
mind.soldier_rich,Jóléti
mind.soldier_very_rich,Undorítóan gazdag
negative_mind_inline,$ {soul_uuid_performer} gondolatai: <red>{mind_value}</red>
seduce_charisma_effect,$ {soul_uuid_performer} nem kap negatív gondolatot a <hint={trait_hint}>{talent_name}</hint> tehetség miatt.
loyalty_reason.battle_loose,Vereség egy közelmúltbeli csatában
opinion_mind_interest.was_seduce,Elcsábították
seduce_puppet_in_result,A csábítás eredményeként {soul_uuid_target} {soul_uuid_master} <hint=hint_encyclopedia_puppets>bábja</hint> lesz.
seduce_duty_of_honor_in_result,A csábítás eredményeként {soul_uuid_target} <hint=hint_debt_of_honor>becsületbeli adósságot</hint> kap.
unavailable_header,NEM ELÉRHETŐ.
building.effect.burned,Leégett épület
map.category.puppets,Bábok
shadow_action.puppet_bonus,"A siker esélye jelentősen megnő, mert {soul_uuid_performer} helyi nemes.

A sötét tett végrehajtása után a báb leleplezi magát, és nálad keres menedéket."
display_event.puppet_make_crime_and_become_untitled,"A báb a parancsodra elkövette a bűncselekményt, és elhagyta városát, hozzád tartva."
display_event.politic_made_donat,{name}: A politikus ajándékot adott
display_event.politic_made_flattery,{name}: A politikus hízelgett egy nemesnek
display_event.politic_request_donate,{name}: A politikus adományt kapott
notification.buy_ring_from_caravan,{name}: Szent Gyűrűt vett a karavántól
notification.sell_ring_to_caravan,{name}: Szent Gyűrűt adott el a karavánnak
activity_state.shopping_caravan.go_to,A karaván felé tart
conversation.politic_donate_to_bishop,Ajándék a püspöknek
conversation.politic_donate_to_lord,Ajándék a nemesnek
conversation.politic_flattery,Hízelgés
conversation.politic_request_donate,Adomány egy politikusnak
mutator.no_politics,Politikusok nélkül
display_event.bishop_bribe_politic,{iniciator} -> {name}: Egy politikus megvesztegetett egy nemest
building.hut_6x10,Lakóépület
building.hut_8x8,Lakóépület
building.hut_10x6,Lakóépület
building.lord_house_6x10,Nemes városi háza
building.lord_house_10x6,Nemes városi háza
menu.army.fire_selected,Kiválasztott elbocsátása
menu.squad_creating.equipment_auto,Automatikus
menu.politic_ally_army_strenght,Hadsereg ereje <hint=hint_resource_gold>{number}</hint>
economic_summary.caravan_purchase,$ A lakosok <hint=hint_dummy_caravan_purchases>javakat vettek</hint> a Szent Karavántól ennyiért (<hint=hint_resource_gold>{caravan_purchases}</hint>):
building.caption_with_level.short,{level}. szint – {building_name}
menu.knowledge.autostudy,Automatikus tanulás
opinion_mind.no_church,Nincs templom a városban
building.free.construction_cost,INGYENES  x{remain}
mind.house_discomfort,A szállás kényelmetlensége
notification.lord_become_politic_friend,{name} {politic} politikus követője lett.
building.variation.vertical,Függőleges
building.variation.horizontal,Vízszintes
building.variation.square,Négyzetes
mind.good_housing,Épület kényelme
mind.excellent_housing,Épület kényelme
house_upgrade.living_places,$ A lakóhelyek mennyisége {number_of_living_places} értékre nő.
house_upgrade.housing_mind,$A lakosok ebben a házban <green>{housing_mind}</green> gondolatra tesznek szert.
display_event.reg_riot_cancel_by_no_death,A fanatikusok elégedettek. Nem lesz lázadás.
menu.finance.goods_availability.lords,Nemesek
display_event.lords_summary,Nemesek összegzése
display_event.politic_seduce,{name}: elcsábította őt: {target}
opinion_mind.seduce_by_politic,Meggyőző volt az ágyban
actor.action_task.flattery,Hízelgés
opinion_mind.church_delegate,
display_event.puppet_donated_to_master,{name}: ajándékot adott bálványának
building.prefer.dummy,
opinion_mind.take_title_from_politician,
action_task_optional_take_title_from_politician,
building.menu.combat_min,
building.menu.gear,
building.menu.no_weapon,
building.menu.no_armor,
building.menu.no_shield,
building.menu.with_shield,
mind.won_in_rebellion,
prophecy.letter.finish_reward,
opinion_mind.usurper,
opinion_mind.usurper_to_ex_heir,
