Key,Turkish
faction.new.name.17,Ferronook
faction.new.name.18,Tamia
faction.new.name.19,Lurwick
faction.new.name.20,Arestia
faction.new.name.21,Nea Mia
faction.new.name.22,Kraster
faction.new.name.23,Arden
faction.new.name.24,Salamut
faction.new.name.25,Harau
global_map_new.g_label.1,Kutsal Yükseliş
global_map_new.g_label.2,Sessiz Boşluk
global_map_new.g_label.3,Işıldayan Zirve
global_map_new.g_label.4,Uzaklardaki Orman
global_map_new.g_label.5,Lanetli Bataklıklar
global_map_new.g_label.6,Istoma Gölü
global_map_new.g_label.7,Gizemli Orman
global_map_new.g_label.8,Issız Vadi
global_map_new.g_label.9,Usma Nehri
global_map_new.g_label.10,Etbörü Ormanları
global_map_new.g_label.11,İmparator Korusu
global_map_new.g_label.12,Belora Nehri
global_map_new.g_label.13,Kalesırtı
global_map_new.g_label.14,Akkörfez
global_map_new.g_label.15,Donuk Deniz
global_map_new.g_label.16,Eski Tanrılar Toprağı
global_map_new.g_label.17,Kız Kardeş Nehri
global_map_new.g_label.18,Abla Nehri
global_map_new.g_label.19,Zümrüt Ovaları
global_map_new.g_label.20,Kızıl Koru
global_map_new.g_label.21,Velta Gölü
global_map_new.g_label.22,Kazınmış Arazi
global_map_new.g_label.23,Büyük Güney Ormanı
global_map_new.g_label.24,Cansız Çöl
global_map_new.g_label.25,Yaşlı Korusu
global_map_new.g_label.26,Sirenis Nehri
global_map_new.g_label.27,Titrek Tepeler
global_map_new.g_label.28,Aynagölcük
global_map_new.g_label.29,Kaza Tepeleri
global_map_new.g_label.30,Makha Çölü
global_map_new.g_label.31,Ferox Geçidi
global_map_new.g_label.32,Kâfir Dağları
global_map_new.g_label.33,Kaiden Ormanları
global_map_new.g_label.34,Oynayan Yeşillikler
global_map_new.g_label.35,Kraliyet Gölü
global_map_new.g_label.36,Aziz Michael Tarlaları
global_map_new.g_label.37,Greylock Vadisi
global_map_new.g_label.38,Altum Nehri
global_map_new.g_label.39,Demirsırt
global_map_new.g_label.40,Saltus Çölü
global_map_new.g_label.41,Çorak Dağlar
global_map_new.g_label.42,Güney Denizi
global_map_new.g_label.43,Fırtına Denizi
global_map_new.g_label.44,Kutsal Göl
global_map_new.g_label.45,Yasak Ada
global_map_new.g_label.46,Ağlayan orman
global_map_new.g_label.47,Aşıboyası Dağları
display_event.lost_knowledge_final,İrfan kaybedildi
advisor.knowledge_lost_soon,İrfan tehlikede
global_map_new.g_label.48,İnanç Kayası
input.key.backspace,Backspace
input.key.arrow_up,Yukarı Ok
input.key.arrow_down,Aşağı Ok
input.key.arrow_left,Sol Ok
input.key.arrow_right,Sağ Ok
input.key.enter,Enter
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Pause
input.key.num_0,Num 0
input.key.num_1,Num 1
input.key.num_2,Num 2
input.key.num_3,Num 3
input.key.num_4,Num 4
input.key.num_5,Num 5
input.key.num_6,Num 6
input.key.num_7,Num 7
input.key.num_8,Num 8
input.key.num_9,Num 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Boşluk
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,Sol Fare
input.key.mb_right,Sağ Fare
input.key.mb_middle,Orta Fare
input.key.mb_side1,İleri Fare
input.key.mb_side2,Geri Fare
input.key.mb_wheel_up,Fare Tekerleği Yukarı
input.key.mb_wheel_down,Fare Tekerleği Aşağı
input.action.camera_up,Yukarı
input.action.camera_down,Aşağı
input.action.camera_left,Sol
input.action.camera_right,Sağ
input.action.zoom_in,Yakınlaştır
input.action.zoom_out,Uzaklaştır
input.action.camera_move,Kamerayı hareket ettir
input.action.select_object,Nesne Seç
input.action.menu_back_close,Geri / Menüyü Kapat
input.action.speed_one,1x Hız
input.action.speed_two,2x Hız
input.action.speed_three,4x Hız
input.action.speed_pause,Duraklat
input.action.menu_construction,Bina Menüsü
input.action.menu_production,Üretim Menüsü
input.action.menu_finances,Maliye Menüsü
input.action.menu_statistics,İstatistik Menüsü
input.action.menu_army,Ordu Menüsü
input.action.menu_dynasty,Hanedan Menüsü
input.action.menu_knowledge,İrfan Menüsü
input.action.menu_map,Dünya Haritası
input.action.construction_rotate_l,Bina: Sola Döndür
input.action.construction_rotate_r,Bina: Sağa Döndür
input.action.gui_add_more,10 Ekle
input.action.squad_order_attack,Bölüğe Emir Ver
input.action.select_next_lord,Sonraki Asilzadeyi Seç
input.action.select_previous_lord,Önceki Asilzadeyi Seç
input.category.general,Genel Kontrol
input.category.speed,Oyun Hızı
input.category.menu,Menü
input.category.misc,Diğer
display_event.bandit_save_message,Kimliği Gizli Birinden Bir Mektup
letter.bandit_save_message,"Ben, peder Andrey. Size bu mektubu mümkün olan en kaliteli kâğıt ile göndermem için bana yüklü bir meblağ ödeyen isimsiz bir şahıs adına yazıyorum. Hamim, girdiği günahlarla kan döken bir adam hâline geldiğini ve bu sırada suç ortaklarından kaçmadan önce hatırı sayılır bir servet biriktirmeyi başardığını itiraf ediyor.
 
 Sağladığınız sığınak onun takip edilmekten kaçmasını sağladı ve kendisi şimdi güvende. Kutsal Kervan'la birlikte bir şeyler göndererek iyiliğinizin karşılığını ödeyeceğine söz veriyor."
letter.bandit_save_message_richstring,Kimliği gizli kişinin bir haydut olduğu ortaya çıktı ama iyiliğin ve sığınacak bir yer verdiğin için minnettar. Belki de bu merhametinin karşılığını hükümdarına gerçekten ödeyecektir.
trade.bandit_reward,İyiliğin için Ödül
display_event.bandits_camp_was_bribed,Orman haydutlarına rüşvet verildi!
settings_menu.tab.general,Genel
settings_menu.tab.controls,Kontrol
input.binding_mode,Bir tuşa bas...
input.restore_default,Varsayılanları Geri Yükle
display_event.maniac_captived_message,Komşu bir hükümdardan mektup
letter.maniac_captived_message,"Sevgili komşum! Savaşçılarınız bize yakaladığınız, günahkâr eylemleriyle bilinen bir asilzade gönderdi. Onu yakaladığınız için teşekkür ederim, bir daha onu göremeyeceğimi sanıyordum ancak artık adalet yerini bulacak ve hak ettiği cezayı alacak. Bu meseleye olan katkınızdan ötürü takdirimin bir göstergesi olarak size küçük bir hediye göndermek isterim."
letter.maniac_captived_message_richstring,"{soul_uuid_maniac} yakalandı ve geldiği vilayete gönderildi.
 
 Takdirinin bir göstergesi olarak bu vilayetin hükümdarı sana küçük bir hediye gönderiyor: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,Öldürmeye gidiyor
activity_state.killing.wait,Ölmeyi bekliyor
activity_state.maniac.killing,Öldürüyor
activity_state.dog_play.go_to,Köpekle oynamaya gidiyor
activity_state.dog_play.play,Köpekle oynuyor
activity_state.dog_play.dog_wait,Sahibini bekliyor
activity_state.dog_play.dog_play,Sahibiyle oynuyor
mind.mind_joker_watched,Soytarının performansı
letter.maniac_about_message,Sevgili komşum! Topraklarımızdan bir asilzadenin vilayetinizi ziyaret ettiğine dair söylentiler duydum. Kendisi burada uzun zamandır eğlence için adam öldüren sınır tanımaz bir sadist olarak biliniyor. Ne yazık ki kısa süre önce nezaretten kaçtı ve bildiğimiz kadarıyla aşağılık eğlencelerine topraklarınızda devam etti. Cezasız kalması üzücü ancak Sophia Ana'nın ilahi takdiriyle onu cezalandırması ve adaletin yerini bulması için dua edeceğiz.
letter.maniac_about_message_richstring,Kimliği bilinmeyen sadist ceza almadan vilayetinden ayrıldı. Onu bir daha görüp göremeyeceğini kim bilir?
display_event.maniac_about_message,Komşu bir hükümdardan mektup
display_event.bandit_leave,Kimliği gizli kişi vilayetten ayrıldı
tech.trade_tax_reduce,Gri Sözleşmeler
tech.market_depth_increase,Talep Artışı
tech.book_rewrite_cost_decrease,Dar Yazı Tipi
tech.saint_king,Gücün Kutsallığı
tech.church_defence,Sophia’nın Koruması
tech.easier_divorce,Boşanma Savunması
tech.bishop_fix_relations,Telafi Edici Uzlaşma
tech.detach_ex_bandit,Yeni Bir Başlangıç
tech.knife_battle_stronger,Hançer Ustası
tech.stronger_weapon,Dayanıklılık Merhemi
tech.better_training,Erler
tech.moral_vs_bandits,Haydut Ezici
knowledge.blocked_reason.contracts_required,{number_of_contracts} / {required_contracts} ticaret sözleşmesi
knowledge.blocked_reason.books_required,Kitaplar: {number_of_books} / {required_books}
knowledge.blocked_reason.soldiers_required,Savaşçılar: {number_of_soldiers} / {required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Maderşah’la İlişki: {number_of_relation} / {required_relation}
map.maniac_in_bandit_camp,Haydut Kampında Kimliği Gizli Kişi
map.menu.quest.manuac_captived,Kimliği gizli kişi yakalandı.
actor.part_of_nature.trader,Tüccar
actor.action_task.church_defence,Sevecen Aile Koruması
actor.action_task.bishop_fix_relations,Nefret Affı
opinion_mind.repentance_of_hatred,Nefret Affı
opinion_mind.church_defence_request,Koruma talep ederek zayıflığını açığa çıkardın
knowledge.blocked_reason.caravan_bring_required,Asilzadelerden birinin {knowledge_name} bilmesi gerekiyor.
input.not_bounded,Atanmamış
input.key_already_used,Tuş zaten kullanılıyor
opinion_mind.bishop_guest_accept,Rahip koruma altına alındı
input.action.quick_save,Hızlı Kaydet
matriarch.church_defence_active,Sevecen Aile korumasının bitmesine kalan gün: {days}.
actor.part_of_nature.philosoph,Âlim
mind.fight_agains_bandit,Haydut Ezici
opinion_mind.my_master,İdolüm
opinion_mind.my_puppet,Kuklam
mind.made_gift_to_master,İdolüne hediye verdi
mind.master_death,İdolün ölümü
appoint.puppet_action_set,Bunun sonucunda kuklanın sadakati azalır
display_event.puppet_become,"{puppet}, {master} karşısında boyun eğdi."
display_event.puppet_reset,{puppet} artık kukla değil.
opinion_mind.forced_to_crime,Suç işlemeye zorlandı
opinion_mind.forced_to_action,Eyleme geçmeye zorlandı
actor.opinion.special.master,İdol
actor.opinion.special.puppet,Kukla
actor.relations.filter.puppets,Kuklalar
opinion_mind_interest.lust,Şehvetli özelliği
menu.army.new_army.create.build_hall,Gerçekleştirilemez. Salonu inşa et.
opinion_mind.forced_puppet_rebellion,İsyan başlatmak için kuklayı kullandı
map.lord_rebellion_puppet,Kukla isyanı
changelog.header,Neler Yeni?
display_event.check_problems,Sorun listesine göz at
display_event.lord_dead_in_hostage,{name}: Esarette öldü
mind.bad_hunt,Av başarısız
opinion_mind.bad_hunter,Kötü avcı
display_event.bad_hunt_on_global_map,{name}: Av Başarısız
beta_branch.title,Oyun Sürümü
beta_branch.set,Uygula ve Yeniden Başlat
display_event.guest_role_revealed,{guest_name}: Niyetini belli etti
opinion_mind.good_reception,Hükümdarımı bir ev sahibi olarak nezaketle karşıladı.
opinion_mind.bad_reception,Asilzademi bir ev sahibi olarak kötü karşıladı.
actor.action_task.slander,İftira
actor.action_task.praise,Övgü
opinion_mind.made_a_gift,Hediye verdi
guest_role.communicative,Sosyal
guest_role.duelist,Düellocu
guest_role.provoker,Provokatör
guest_role.puppet_master,Kuklacı
guest_role.manipulator,Manipülatör
guest_role.seducer,Ayartıcı
guest_role.player,Kumarbaz
guest_role.educator,Aydınlatıcı
actor.action_task.donate_to_master,İdole Hediye
building.fortification_gate,Kapı
building.fortification_tower,Savunma kulesi
trait.puppet,Kukla
opinion_mind.slander_to_other,Başka birine karşı garazı var
mind.beer_drinking,Sarhoşluk: Bira
mind.prayed,Dua etti
mind.sleepiness,Uykulu olma
trait.sleepiness,Uykulu olma
map.category.agression,Saldırganlık
9map.appoint.sub_category.sudden_attack,Ani saldırılar
trait.sex_desire_weak,Cinsel Arzu
trait.sex_desire_strong,Cinsel Takıntı
mind.sex_desire_weak,Cinsel Arzu
mind.sex_desire_strong,Cinsel Takıntı
trait.malnutrition,Kötü Beslenme
mind.malnutrition,Kötü Beslenme
opinion_mind.sudden_attacked_me,Aniden bana saldırdı
opinion_mind.sudden_attack_traity,Aniden ve haince bana saldırdı
opinion_mind.sudden_force_neutrality_me,Beni tarafsızlığa zorluyor
menu.bodyguard,KORUMALAR
bodyguard.maximal_count,MUHAFIZLAR
bodyguard.minimal_battle_level,Minimum dövüş seviyesi
activity_state.bodyguard_watching,Asilzadeyi koruyor
trait.on_bender,Sarhoşluk sersemliği
notification.on_bender,{name}: âlem yaptı!
display_event.sudden_attack,Ani saldırı! {faction_name} ordusu harekete geçti!
bodyguard.status.no_guards,Uygun savaşçı yok.
bodyguard.status.active,Nöbet saat 04.00'e kadar sürecek.
bodyguard.status.start_soon,Nöbet saat 23.00'te başlayacak.
bodyguard.appoint_line_1,Koruma Ata
bodyguard.appoint_line_2,Korumalar {current}/{limit}
actor.general,GENEL
actor.important_feelings,GÜÇLÜ HİSLER
opinion_mind.my_master_enemy,İdolümün düşmanı
opinion_mind_interest.culture,İlgi Çekici Kültür
trait.crimer,Suçlu
building.menu.terror_slaves,Mahkûm {count}
building.menu.criminal,Suçlular
menu.migration.change,Göçmen: {count}
mind.crime_in_city,Kasabada suç
opinion_mind.small_talk,Sıradan Bir Sohbet Gerçekleştirdi
wolf.name,Kurt
pig.name,Domuz
tech.philosophy_history,Felsefe Tarihi
mind.slept_on_ground,Yerde uyudu
building.temple.preach.usual_preach,Sevinç Vaazı
faction.bums_in_rags,Hırpani İnsanlar
menu.buidling.church.mind_add,Ruh Hâli +{moral_add}
menu.buidling.church.fanatics_new,Fanatikler Oluşacak
menu.buidling.church.agnostics_new,Agnostikler Oluşacak
menu.building.church.preach_cost,Bedel: <hint=hint_resource_rune>{cost}</hint> (Piskopos'un cebine girer).
trait.duelist,Düellocu
trait.intriguan,Düzenbaz
display_event.bums_in_rags_can_attack,Yakında Hırpani İnsanlar Görüldü
actor.class.only_fists,Silahsız
display_event.bums_in_rags_attack_town,Hırpaniler şehre saldırıyor!
mind.was_in_patrol,Devriyedeydi
actor.deep_social_alias.small_talk_1,{name_initiator} ve {name_target} gündelik bir konuşma yaptılar.
actor.deep_social_alias.small_talk_2,{name_initiator} ve {name_target} keyifli bir sohbet ederek zaman geçirdiler.
actor.deep_social_alias.small_talk_3,{name_initiator} ve {name_target} ayaküstü sohbet ettiler.
actor.deep_social_alias.small_talk_4,{name_initiator} ve {name_target} güncel haberleri tartıştılar.
actor.deep_social_alias.small_talk_5,{name_initiator} ve {name_target} birlikte vakit geçirmekten keyif aldılar.
mind.ceremony,Törenden etkilenmiş.
building.menu.church.repeat_preach,Her gün tekrarla
opinion_mind.king_bribe_me,Bana hediye vermesi emredildi
opinion_mind.seduce,Ayartıcımın düşüncesi
building.menu.terror_nodody,Cezasız
building.menu.terror_criminals,Mahkûm Edilen Suçlular: {count}
actor.action_task.make_puppet,Kukla Yap
mind.overpopulation,Aşırı Nüfus
guest_role.parent,Ebeveyn
faction.unique_guests_piligrims,Kutsal Göçmenler
advisor.peasants_unhappy_2,Köylüler vilayetten ayrılıyor
action_task.category.intrigue,Entrikalar
display_event.burned_library,Kütüphane yandı!
display_event.bums_in_rags_attack_soon,Hırpaniler şehre yaklaşıyor!
actor.action_task.donate_to_bishop,Piskopos'u ödüllendir
advisor.deadly_enemy,Can düşmanlığı
building.menu.autoset_as_inspector,Otomatik atama
display_event.clerk_autoseted,{building_name}: Bina inşa edildi. Şansölyelik'ten bir kâtip müfettiş olarak görevlendirildi.
opinion_mind.matriarch_sudden_attack_fair,Uyarı yapmadan saldırıyor
opinion_mind.matriarch_sudden_attack_unfair,Uyarı yapmadan komşulara saldırıyor
display_event.building_builded,{building_name}: bina inşa edildi
display_event.bishop_study_discard,{study_target}: Eğitim Durduruldu
duel.is_bad,"</b>Dikkat:</b> 
Karakterler arasındaki ilişkiler düşmanca olmadığından düelloya tahrik etmek, hükümdarın sorumlusu olduğu bir suikast girişimi olarak kabul edilir. 

Sonuç olarak, <hint=hint_relations_matriarch>Maderşah'ın</hint> hükümdarına karşı tutumu <red>{rel_de}</red> kadar kötüleşir."
mutator.without_bums_in_rags,Hiç hırpani yok
display_event.rings_inheritance,{heir}: Bir miras devraldı
notification.puppet_donate_to_master,{puppet} -> {master}: İdolüne hediye verdi
menu.army.create_squad.title,Bölük Oluşturma
menu.army.create_squad,Bir bölük oluştur
menu.army.hire_soldier,Savaşçı işe al
display_event.soldiers_cant_trait,Savaşçı eğitimi duraklatıldı
building.menu.farm_autorefill,Otomatik gübreleme
trait.planned_sex,Planlanan tarih
menu.army.new_army.save_squad_composition,Düzeni kaydet
display_event.inspector_replaced,Yeniden Atanan Teftişler
display_event.knowledge_interaction_removed_by_blind,İrfan Çalışması İptal Edildi
activity_state.sacrifice_ceremony.process,Adak törenine katılıyor
building.training_ground.training,EĞİTİM
building.training_ground.experience,Vuruş başına deneyim:
building.training_ground.max_level,Maksimum eğitim seviyesi:
building.training_ground.trained,Eğitilen savaşçı:
trait.monogam_warning,"Karakter <hint=hint_monogam>tek eşlilik</hint> özelliğine sahip olduğundan evliyse cinsel arzularını tatmin etme yeteneği yasal eşiyle sınırlıdır.

$ Evliyse eşinin ona karşı tavrının 0'ın üzerinde olduğundan emin ol."
advisor.monogam_problem,Tek eşli karakterler sıkıntı çeker.
king_has_duty_of_honor,{soul_uuid_king} sana bir <hint=hint_debt_of_honor>şeref borcu</hint> duyuyor. Bu eylemi gönüllü olarak kabul edecek ancak borç yerine getirilmiş sayılacak.
