Key,Russian
letter.maniac_about_message_richstring,"Инкогнито-садист покинул вашу провинцию безанказанным. Кто знает, встретиться ли он вам еще?"
display_event.maniac_about_message,Письмо от соседнего правителя
display_event.bandit_leave,Инкогнито покинул провинцию
tech.trade_tax_reduce,Серые договоры
tech.market_depth_increase,Расширение спроса
tech.book_rewrite_cost_decrease,Узкий шрифт
tech.saint_king,Святость власти
tech.church_defence,Защита Софии
tech.easier_divorce,Апология развода
tech.bishop_fix_relations,Покаяние в ненависти
tech.detach_ex_bandit,С чистого листа
tech.knife_battle_stronger,Мастер кинжала
tech.stronger_weapon,Мазь прочности
tech.better_training,Новобранцы
tech.moral_vs_bandits,Молот бандитов
knowledge.blocked_reason.contracts_required,{number_of_contracts} / {required_contracts} торговых контрактов
knowledge.blocked_reason.books_required,Книг: {number_of_books} / {required_books}
knowledge.blocked_reason.soldiers_required,Воинов: {number_of_soldiers} / {required_soldiers}
