Key,Deutsch
menu.buidling.church.fanatics_new,Erzeugt Fanatiker
menu.buidling.church.agnostics_new,Erzeugt Agnostiker
menu.building.church.preach_cost,Kosten: <hint=hint_resource_rune>{cost}</hint> (in die Tasche des Bischofs).
trait.duelist,Duellant
trait.intriguan,Verschwörer
display_event.bums_in_rags_can_attack,Lumpenpack in der Nähe gesehen
actor.class.only_fists,Unbewaffnet
display_event.bums_in_rags_attack_town,Lumpenpack attackiert die Stadt!
mind.was_in_patrol,War auf der Suche
actor.deep_social_alias.small_talk_1,{name_initiator} und {name_target} haben zwanglose Bemerkungen ausgetauscht.
actor.deep_social_alias.small_talk_2,{name_initiator} und {name_target} hatten eine angenehme Plauderei.
actor.deep_social_alias.small_talk_3,{name_initiator} und {name_target} haben Smalltalk getrieben.
actor.deep_social_alias.small_talk_4,{name_initiator} und {name_target} haben die aktuellen Neuigkeiten besprochen.
actor.deep_social_alias.small_talk_5,{name_initiator} und {name_target} hatten eine gute Zeit miteinander.
mind.ceremony,Von der Zeremonie beeindruckt.
building.menu.church.repeat_preach,Täglich wiederholen
opinion_mind.king_bribe_me,"Befahl, mir ein Geschenk zu überbringen"
opinion_mind.seduce,Meinung meines Verführers
building.menu.terror_nodody,Ohne Bestrafungen
building.menu.terror_criminals,Eingekerkerte Verbrecher {count}
actor.action_task.make_puppet,Unterjochen
mind.overpopulation,Überbevölkerung
guest_role.parent,Elternteil
faction.unique_guests_piligrims,Pilger
advisor.peasants_unhappy_2,Bauern verlassen die Stadt
action_task.category.intrigue,Intrigiert
display_event.burned_library,Die Bibliothek ist niedergebrannt!
display_event.bums_in_rags_attack_soon,Lumpenpack nähert sich der Stadt!
actor.action_task.donate_to_bishop,Den Bischof belohnen
advisor.deadly_enemy,Todfeindschaft
building.menu.autoset_as_inspector,Autom. Zuweisung
display_event.clerk_autoseted,{building_name}: Gebäude errichtet. Ein Beamter aus der Kanzlei wurde als Inspektor zugewiesen.
opinion_mind.matriarch_sudden_attack_fair,Greift ohne Vorwarnung an
opinion_mind.matriarch_sudden_attack_unfair,Greift Nachbarn ohne Vorwarnung an
display_event.building_builded,{building_name}: Gebäude wurde errichtet
display_event.bishop_study_discard,{study_target}: Ausbildung abgebrochen
duel.is_bad,"</b>Achtung:</b> 
Die Beziehungen zwischen den Personen sind nicht feindselig, ein provoziertes Duell könnte also als Mordversuch gewertet werden, für den der Machthaber die Verantwortung trägt. 

In der Folge wird sich die Einstellung der <hint=hint_relations_matriarch>Matriarchin</hint> gegenüber deinem Machthaber um <red>{rel_de}</red> verschlechtern."
mutator.without_bums_in_rags,Kein Lumpenpack
display_event.rings_inheritance,{heir}: Muss ein Vermächtnis als Erbe fortführen
notification.puppet_donate_to_master,{puppet} -> {master}: Geschenk an Vorbild übergeben
menu.army.create_squad.title,Trupp-Erstellung
menu.army.create_squad,Trupp erstellen
menu.army.hire_soldier,Krieger anheuern
display_event.soldiers_cant_trait,Kriegerausbildung pausiert
building.menu.farm_autorefill,Automatisches Düngen
trait.planned_sex,Geplantes Datum
menu.army.new_army.save_squad_composition,Zusammenstellung speichern
display_event.inspector_replaced,Inspektionen neu zugewiesen
display_event.knowledge_interaction_removed_by_blind,Wissens-Arbeit abgebrochen
activity_state.sacrifice_ceremony.process,Nimm am Opferritual teil
building.training_ground.training,AUSBILDUNG
building.training_ground.experience,Erfahrung pro Treffer:
building.training_ground.max_level,Max. Ausbildungsstufe:
building.training_ground.trained,Ausgebildete Krieger:
trait.monogam_warning,"Die Person verfügt über die Eigenschaft <hint=hint_monogam>Monogamie</hint>. Wenn sie also verheiratet ist, beschränkt sich ihre Fähigkeit zur Erfüllung ihrer sexuellen Sehnsüchte auf ihren rechtmäßigen Ehepartner.

$ Wenn sie verheiratet ist, solltest du dafür sorgen, dass die Einstellung des Ehepartners dieser Person gegenüber mehr als 0 beträgt."
advisor.monogam_problem,Monogame Personen leiden.
king_has_duty_of_honor,"{soul_uuid_king} hat dir gegenüber <hint=hint_debt_of_honor>Ehrenschuld</hint>. Der Machthaber wird dieser Aktion bereitwillig zustimmen, die Ehrenschuld gilt damit allerdings als beglichen."
king_remove_duty_of_honor,{soul_uuid_king} ist deiner Anfrage nachgekommen und hat dir gegenüber keine <hint=hint_debt_of_honor>Ehrenschuld</hint> mehr.
advisor.puppet_can_act,Die Gefahr der Aktionen von Opfern
advisor.matriarch_bad_opinion,Die Matriarchin ist erzürnt
advisor.bishop_bad_opinion,Der Bischof ist erzürnt
notification.puppet_bribe_success,{name}: von einem Opfer bestochen
soul_will_gain_duty_of_honor,{soul_uuid_duty_target} wird durch <hint=hint_debt_of_honor>Ehrenschuld</hint> an deinen Machthaber gebunden sein.
soul_gained_duty_of_honor,{soul_uuid_duty_target} ist jetzt durch <hint=hint_debt_of_honor>Ehrenschuld</hint> an deinen Machthaber gebunden.
opinion_mind.made_faith_preach,Lehrt die Lehren der Sophia
opinion_mind.made_doubt_preach,Lehrt die Lehren des Zweifels
map.duty_of_honor,Ehrenschuld
display_event.duty_of_honor_appear,Ehrenschuld
display_event.duty_of_honor_complete,Ehrenschuld beglichen
display_event.duty_of_honor_reset_player_king_changed,Ehrenschuld nicht länger aufrecht
display_event.duty_of_honor_reset_king_changed,Ehrenschuld nicht länger aufrecht
advisor.terror_active,Die Zuwanderung ist aufgrund des Terrors reduziert.
trait.immobilization_reasons,Unbeweglich wegen:
economic_summary.no_instruction,<b>Keine Anweisungen erhalten:</b>
economic_summary.broken,<b>Kaputt oder außer Betrieb:</b>
economic_summary.not_enought_workers,<b>Nicht genügend Arbeiter:</b>
economic_summary.depleted_soon,<b>Fruchtbarkeit der Felder beinahe aufgebraucht:</b>
world_summary.day_events,<center>Ereignisse des heutigen Tages</center>
world_summary.neighbore_events,<center>Ereignisse aus benachbarten Regionen</center>
daily_stat.peasants,<b>BAUERN</b>
daily_stat.peasant_left_city,$ Hat die Stadt verlassen: {peasant_left}
daily_stat.peasants_become_bandit,$ Wurden zu <hint=hint_persons_criminal>Vagabunden</hint>: {peasant_criminal}
daily_stat.peasants_become_thug,$ Wurden zu <hint=hint_persons_cuthroat>Handlangern</hint>: {peasant_thug}
daily_stat.peasants_become_fanatics,$ Wurden zu <hint=hint_persons_fanatic>Fanatikern</hint>: {peasant_fanatic}
daily_stat.peasants_become_loyalists,$ Wurden zu <hint=hint_loyalist>Loyalisten</hint>: {peasant_loyalist}
daily_stat.migrants,$ Erwartete <hint=hint_migration>Zuwanderer</hint>: {peasant_migrant}
daily_stat.slaves,<b>SKLAVEN</b>
daily_stat.slaves_dead,$ Sklaven verstorben: {slave_dead}
daily_stat.slaves_unhappy,$ Unzufriedene Sklaven: {slave_unhappy}
daily_stat.slaves_rebellion_chance,$ Chance auf <hint=hint_slave_riot>Rebellion</hint>: {slave_rebellion_chance} %
daily_stat.warriors,<b>KRIEGER</b>
daily_stat.warriors_dead,$ Krieger verstorben: {soldier_dead}
daily_stat.warriors_inflamed_wounds,$ Von <hint=hint_wounds_open>entzündeten Wunden</hint> betroffen: {soldiers_sick}</red>
daily_stat.warriors_average_mood,$ Durchschnittliche Laune: {soldier_happiness}
daily_stat.warrirors_become_loyalists,$ Wurden zu <hint=hint_loyalist>Loyalisten</hint>: {soldier_loyalist}
daily_stat.deserted,$ Desertiert: {soldier_gone}
faction.migrants,Zuwanderer
display_event.migrants_waiting_to_be_in,Zuwanderer vor den Toren
building.menu.migration,ZUWANDERUNG
display_event.migrants_leaving,Zuwanderer verlassen die Stadt
activity.migrant_go,Unterwegs zum Stadttor
activity.knight_hire_waiting,Erwartet erneutes Anheuern
menu.army.knight_expired_contract,"Der Vertrag dieses Söldners ist ausgelaufen, er hat deine Stadt allerdings noch nicht verlassen – du kannst ihn innerhalb von {leaving_time} immer noch anheuern."
display_event.knight_contract_expired,Der Vertrag des Söldners ist ausgelaufen.
display_event.knight_leaving_province,Der Söldner verlässt die Stadt.
advisor.knights_contracts,Der Vertrag des Söldners wird demnächst auslaufen.
social_class.soldier,Krieger
actor.loyalty_rating,LOYALITÄT
building.temple.preach.preach_loyalty,Predigt der Loyalität
display_event.puppet_sponsored,Das Opfer erhielt finanzielle Mittel
economics_manager.title,Tägliche Wirtschaft
display_event.loyalty_rebellion_can_soon_rise,{name}: Drohende militärische Rebellion
display_event.loyalty_rebellion_start,Militärische Rebellion begonnen
display_event.loyalty_rise_discarded,Militärische Rebellion abgebrochen
display_event.repair_hall,Halle reparieren
duel.loyalty_change,{number} auf die Loyalität von {soul_uuid}
menu.buidling.church.preach_loyalty,Loyalität erhöhen
actor.sad_about_death,"Verwandte und Freunde der verstorbenen Person, die deren Tod betrauern werden:
{lords_list}"
display_event.lord_dead,{name} ist verstorben
actor.angered_to_king_for_death,Diese Lords sind wegen dieses Todes auch auf den Machthaber wütend.
actor.sad_about_punish,"Verwandte und Freunde der Person, die wütend sein werden, wenn du sie bestrafst:
{lords_list}"
soldiers.loyalty_hud,$ Loyalität gegenüber dem Machthaber: {loyalty} %
display_event.ai_loyalty_preach,{name}: hält eine Predigt der Loyalität unter Kriegern
advisor.high_loyalty,Armeeloyalität in Gefahr
loyalty_reason.battle_win,Sieg in einer kürzlich erfolgten Schlacht
loyalty_reason.duel,Sieg in einem kürzlich erfolgten Duell
loyalty_reason.inspection,Inspektion
loyalty_reason.fanatics,Fanatiker
loyalty_reason.loyalists,Loyalisten
gui_economics.production,Produktion
gui_economics.distribution,Ressourcenverteilung
gui_economics.trade,Handel und Finanzen
gui_economics.once,Einmalig
gui_economics.every_day,Täglich
gui_economics.required,Erforderlich
gui_economics.do_up_to_x,Produzieren bis X
gui_economics.do_x,X produzieren
gui_economics.sell,Verkaufen
gui_economics.by_price,Zum Handelspreis
gui_economics.internal_trade,Binnenhandel
gui_economics.new_task,Neue Aufgabe
gui_economics.distribution_complete,Verteilung abgeschlossen!
gui_economics.sale.cap,VERKAUF
gui_economics.do_x.cap,X PRODUZIEREN
gui_economics.do_up_to_x.cap,PRODUZIEREN BIS X
gui_economics.every_day.cap,TÄGLICH
gui_economics.once.cap,EINMALIG
gui_economics.food,Nahrung
gui_economics.alcohol,Alkohol
gui_economics.alchemy,Alchemie
gui_economics.liquids,Flüssigkeiten
gui_economics.weapons,Waffen
gui_economics.armor,Rüstung
gui_economics.resources,Ressourcen
building.menu.location_efficiency,STANDORT {hint}
building.menu.total_efficiency,Arbeitszeit:
menu.building.church.preach_cost_new,Kosten: <hint=hint_resource_gold>{cost}</hint> (in die Tasche des Bischofs).
loyalty.total,"Krieger, die dieser Person gegenüber loyal sind: {soldiers} ({value} %) (Krieger)"
loyalty.loyalists,"Loyalisten-Krieger, die dem Machthaber gegenüber loyal sind: {soldiers} ({value} %)"
loyalty.fanatics,"Fanatiker-Krieger, die dem Bischof gegenüber loyal sind: {soldiers} ({value} %)"
loyalty.reasons_describe,Veränderungen in den letzten {days} Tagen:
advisor.placement_inefficient,Ineffizienter Produktionsstandort
economic_summary.unefficient_placement,<b>Ineffizienter Standort:</b>
activity_state.budget_transition.go,Interaktion mit der Schatzkammer
activity.budget_transition,Schatzkammer-Interaktion
actor.action_task.take_gold_small,Eine geringe Menge Gold entnehmen
actor.action_task.take_gold,Gold entnehmen
actor.action_task.put_gold_small,Eine geringe Menge Gold einlagern
actor.action_task.put_gold,Gold einlagern
action_task.category.budget,Schatzkammer
bodyguards.no_soldiers,Keine verfügbaren Wachen!
universal_appoint.empty,Keine verfügbaren Aktionen
advice.food_not_distributed,{group_name}: Erhält keine Nahrung!
advice.food_not_for_sale,{group_name}: Kann keine Nahrung kaufen!
mind.take_gold,Gold genommen
mind.put_gold,Gold eingelagert
mind.take_ring,Heilige Ringe genommen
mind.put_ring,Heilige Ringe eingelagert
actor.action_task.take_ring_small,Eine geringe Menge heilige Ringe genommen
actor.action_task.take_ring,Heilige Ringe nehmen
actor.action_task.put_ring_small,Eine geringe Menge heilige Ringe einlagern
actor.action_task.put_ring,Heilige Ringe einlagern
building.spoilage_per_day,Verderb: {spoilage} % pro Tag
advice.storages_overflow,Lager ist voll
menu.construction.category.storages,Lagerhäuser
building.granary,Speicher
building.armory,Waffenkammer
building.builders,Bauarbeiterlager
menu.tools.hint.economics,Wirtschaft
building.menu.no_workers,Keine Arbeiter
activity_state.buy_runes_go,"Unterwegs, um heilige Ringe zu kaufen"
activity_state.buy_runes_process,Kauft heilige Ringe
activity_state.sell_runes_go,"Unterwegs, um heilige Ringe zu verkaufen"
activity_state.sell_runes_process,Verkauft heilige Ringe
building.support_preach,Predigt der Unterstützung
mind.humiliated_by_flattery,Durch Schmeichelei beschämt
gui_economics.armory,Kriegsvorräte
gui_economics.raw,Rohmaterialien
gui_economics.herbs,Pflanzen
loyalty_rebellion.potential_supporters,"Vermutete Unterstützer der Rebellen:
{lords_list}"
economic_summary.spoilage_resources,<b>Verdorbene Ressourcen:</b>
advice.storages_will_overflow_by_farm,Lager kann nicht die gesamte Ernte aufnehmen
knight.name_prefix.male,Herr {name}
knight.name_prefix.female,Frau {name}
tech.economics_salary,Löhne
tech.internal_trade,Binnenhandel
display_event.people_not_recieve_food,{group_name}: Erhält keinerlei Nahrung!
mind.dummy_rich,Vermögen
map.lord_rebellion_lord,Rebellischer Politiker
mind.visited_public_place,Hat einen öffentlichen Ort besucht
building.menu.comfort,KOMFORT:
opinion_mind.my_protege,Mein Schützling
trait.politic,Politiker
building.menu.warriors_priority,Priorität für Krieger
menu.army.group.mercenaries_new,SÖLDNER ({count})
building.warehouse_header,KAPAZITÄT
building.effect.living_zone,Nachbarn
mind.house_comfort,Baukomfort
menu.battle_squad.edit_squad,Trupp bearbeiten
menu.army.edit_squad.title,Trupp-Bearbeitung
menu.army.edit_squad.accept,Anwenden
display_event.lord_become_politic,{name}: wird Politiker
actor.action_task.praise_super,Schlichten
notification.character_praise_super,{name_target} -> {name_third_person}: Beziehungen haben sich in Folge einer Schlichtung gebessert.
mind.gold_count_no,Leere Taschen
mind.gold_count_mid,Viel Geld
mind.gold_count_high,Sehr viel Geld
opinion_mind_interest.rings,Wunderschöne Heilige Ringe
opinion_mind.envy_gold,Neid auf Gold
mind.saint_punch,Heilige Ohrfeige
notification.ai_preach_process,{name} spricht eine {preach}
mind.dummy_poor,Leere Taschen
mind.dummy_very_rich,Lächerlich reich
mind.soldier_poor,Leere Taschen
mind.soldier_rich,Wohlhabend
mind.soldier_very_rich,Lächerlich reich
negative_mind_inline,$ Gedanke von {soul_uuid_performer}: <red>{mind_value}</red>
seduce_charisma_effect,$ {soul_uuid_performer} erhält aufgrund des Talents <hint={trait_hint}>{talent_name}</hint> keinen negativen Gedanken.
loyalty_reason.battle_loose,Niederlage in einer kürzlich erfolgten Schlacht
opinion_mind_interest.was_seduce,Wurde verführt
seduce_puppet_in_result,Infolge der Verführung wird {soul_uuid_target} zum <hint=hint_encyclopedia_puppets>Opfer</hint> von {soul_uuid_master}.
seduce_duty_of_honor_in_result,Infolge der Verführung erhält {soul_uuid_target} eine <hint=hint_debt_of_honor>Ehrenschuld</hint>.
unavailable_header,NICHT VERFÜGBAR
building.effect.burned,Abgebranntes Gebäude
map.category.puppets,Opfer
shadow_action.puppet_bonus,"Die Erfolgschancen sind deutlich erhöht, da {soul_uuid_performer} ein einheimischer Lord ist.

Nachdem diese Missetat begangen wurde, gibt sich das Opfer zu erkennen und sucht bei dir Zuflucht."
display_event.puppet_make_crime_and_become_untitled,"Das Opfer hat das Verbrechen auf deinen Befehl hin begangen und die Stadt verlassen, um bei dir Zuflucht zu suchen."
display_event.politic_made_donat,{name}: Politiker hat ein Geschenk übergeben
display_event.politic_made_flattery,{name}: Politiker hat dem Lord geschmeichelt
display_event.politic_request_donate,{name}: Politiker hat eine Spende erhalten
notification.buy_ring_from_caravan,{name}: hat den Heiligen Ring beim Karawanier erworben
notification.sell_ring_to_caravan,{name}: hat den Heiligen Ring dem Karawanier verkauft
activity_state.shopping_caravan.go_to,Unterwegs zum Karawanier
conversation.politic_donate_to_bishop,Geschenk für den Bischof
conversation.politic_donate_to_lord,Geschenk für den Lord
