Key,TraditionalChinese
mind.bad_hunt,打獵不順
opinion_mind.bad_hunter,糟糕的獵人
display_event.bad_hunt_on_global_map,{name}：打獵不順
beta_branch.title,遊戲分支
beta_branch.set,設定並重啟
display_event.guest_role_revealed,{guest_name}：曝光的意圖
opinion_mind.good_reception,身為東道主周到歡迎我的貴族。
opinion_mind.bad_reception,身為東道主招待我的貴族不周。
actor.action_task.slander,誹謗
actor.action_task.praise,恭維
opinion_mind.made_a_gift,送出禮物
guest_role.communicative,善於交際
guest_role.duelist,鬥士
guest_role.provoker,挑釁者
guest_role.puppet_master,傀儡師
guest_role.manipulator,操弄者
guest_role.seducer,勾引者
guest_role.player,賭徒
guest_role.educator,啟迪者
actor.action_task.donate_to_master,獻禮給偶像
building.fortification_gate,大門
building.fortification_tower,防禦塔
trait.puppet,傀儡
opinion_mind.slander_to_other,與另一個人有過節
mind.beer_drinking,中毒：啤酒
mind.prayed,已禱告
mind.sleepiness,昏昏欲睡
trait.sleepiness,昏昏欲睡
map.category.agression,侵略
9map.appoint.sub_category.sudden_attack,突擊
trait.sex_desire_weak,性慾高漲
trait.sex_desire_strong,慾火焚身
mind.sex_desire_weak,性慾高漲
mind.sex_desire_strong,慾火焚身
trait.malnutrition,營養不良
mind.malnutrition,營養不良
opinion_mind.sudden_attacked_me,突然攻擊我
opinion_mind.sudden_attack_traity,突然背信棄義攻擊我
opinion_mind.sudden_force_neutrality_me,迫使我保持中立
menu.bodyguard,保鑣
bodyguard.maximal_count,衛兵 ({current} / {maximal})
bodyguard.minimal_battle_level,最低戰鬥等級
activity_state.bodyguard_watching,保衛這位貴族
trait.on_bender,酒醉不醒
notification.on_bender,{name}：痛快狂飲！
display_event.sudden_attack,是突擊！{faction_name}的軍隊正在進軍！
bodyguard.status.no_guards,沒有戰士可用。
bodyguard.status.active,守衛會持續至 04:00。
bodyguard.status.start_soon,守衛會從 23:00 開始。
bodyguard.appoint_line_1,指派保鑣
bodyguard.appoint_line_2,保鑣 {current}/{limit}
actor.general,一般
actor.important_feelings,強烈感受
opinion_mind.my_master_enemy,偶像的敵人
opinion_mind_interest.culture,迷人的文化
trait.crimer,罪犯
building.menu.terror_slaves,囚犯 {count}
building.menu.criminal,罪犯
menu.migration.change,移民：{count}
mind.crime_in_city,城鎮中的犯罪
opinion_mind.small_talk,閒聊一場
wolf.name,狼
pig.name,豬
tech.philosophy_history,哲學史
mind.slept_on_ground,睡在地上
building.temple.preach.usual_preach,喜樂佈道
faction.bums_in_rags,襤褸的人民
menu.buidling.church.mind_add,心情 +{moral_add}
menu.buidling.church.fanatics_new,會造成狂熱信徒
menu.buidling.church.agnostics_new,會造成懷疑論者
menu.building.church.preach_cost,費用：<hint=hint_resource_rune>{cost}</hint>（進到主教口袋）。
trait.duelist,鬥士
trait.intriguan,謀士
display_event.bums_in_rags_can_attack,襤褸的人民在附近出沒
actor.class.only_fists,手無寸鐵
display_event.bums_in_rags_attack_town,襤褸的人民正在攻擊城鎮！
mind.was_in_patrol,正在巡邏
actor.deep_social_alias.small_talk_1,{name_initiator}和{name_target}閒聊。
actor.deep_social_alias.small_talk_2,{name_initiator}和{name_target}相談甚歡。
actor.deep_social_alias.small_talk_3,{name_initiator}和{name_target}小聊了一下。
actor.deep_social_alias.small_talk_4,{name_initiator}和{name_target}討論最近的新聞。
actor.deep_social_alias.small_talk_5,{name_initiator}和{name_target}喜歡和彼此相處。
mind.ceremony,佩服典禮。
building.menu.church.repeat_preach,每日重複
opinion_mind.king_bribe_me,受命要送我禮物
opinion_mind.seduce,我的勾引者的態度
building.menu.terror_nodody,無懲罰
building.menu.terror_criminals,被囚罪犯 {count}
actor.action_task.make_puppet,製作傀儡
mind.overpopulation,人口過剩
guest_role.parent,父母
faction.unique_guests_piligrims,朝聖者
advisor.peasants_unhappy_2,庶民離開城鎮
action_task.category.intrigue,暗算
display_event.burned_library,藏書閣已焚毀！
display_event.bums_in_rags_attack_soon,襤褸的人民正在接近城鎮！
actor.action_task.donate_to_bishop,賞賜主教
advisor.deadly_enemy,致命死敵
building.menu.autoset_as_inspector,自動指派
display_event.clerk_autoseted,{building_name}：建築已建成。一名官邸職員已獲派擔任視察員。
opinion_mind.matriarch_sudden_attack_fair,無預警攻擊
opinion_mind.matriarch_sudden_attack_unfair,對鄰邦發動無預警攻擊
display_event.building_builded,{building_name}：建築已建成
display_event.bishop_study_discard,{study_target}：教育中斷
duel.is_bad,"</b>注意：</b> 
人物彼此間的關係並非敵對，因此引發決鬥會被視作試圖行刺，而統治者要為此承擔責任。

行動結果：<hint=hint_relations_matriarch>國母</hint>對你的態度會惡化 <red>{rel_de}</red>。"
mutator.without_bums_in_rags,沒有襤褸的人民
display_event.rings_inheritance,{heir}：繼承遺產
notification.puppet_donate_to_master,{puppet} -> {master}：送了禮物給其偶像
menu.army.create_squad.title,建立部隊
menu.army.create_squad,建立部隊
menu.army.hire_soldier,僱用戰士
display_event.soldiers_cant_trait,戰士訓練已暫停
building.menu.farm_autorefill,自動施肥
trait.planned_sex,已安排的約會
menu.army.new_army.save_squad_composition,儲存搭配
display_event.inspector_replaced,已重新指派視察
display_event.knowledge_interaction_removed_by_blind,知識工作已取消
activity_state.sacrifice_ceremony.process,參加奉獻儀式
building.training_ground.training,訓練
building.training_ground.experience,每次擊中經驗值：
building.training_ground.max_level,最高訓練等級：
building.training_ground.trained,已訓練戰士：
trait.monogam_warning,"此人物具有<hint=hint_monogam>專一</hint>的特質，如果該人物結婚，則僅有其合法配偶能滿足其性慾。

$ 如果該人物結婚，請確保其配偶對其的態度高於 0。"
advisor.monogam_problem,專一的人物受到痛苦。
king_has_duty_of_honor,{soul_uuid_king}欠你一條<hint=hint_debt_of_honor>名譽債</hint>。他們將積極同意此一行動，而名譽債將因此一筆勾銷。
king_remove_duty_of_honor,{soul_uuid_king}已完成你的要求，不再背負對你的<hint=hint_debt_of_honor>名譽債</hint>。
advisor.puppet_can_act,傀儡行動的危險
advisor.matriarch_bad_opinion,國母怒火中燒
advisor.bishop_bad_opinion,主教怒火中燒
notification.puppet_bribe_success,{name}：已被傀儡收買
soul_will_gain_duty_of_honor,{soul_uuid_duty_target}將對你的統治者欠下<hint=hint_debt_of_honor>名譽債</hint>。
soul_gained_duty_of_honor,{soul_uuid_duty_target}已對你的統治者欠下<hint=hint_debt_of_honor>名譽債</hint>。
opinion_mind.made_faith_preach,散播索菲亞之道
opinion_mind.made_doubt_preach,散播疑竇之道
map.duty_of_honor,名譽債
display_event.duty_of_honor_appear,名譽債
display_event.duty_of_honor_complete,名譽債已償還
display_event.duty_of_honor_reset_player_king_changed,不再背負名譽債
display_event.duty_of_honor_reset_king_changed,不再背負名譽債
advisor.terror_active,恐怖導致移民減少。
trait.immobilization_reasons,無法移動，因為：
economic_summary.no_instruction,<b>未接獲指令：</b>
economic_summary.broken,<b>毀損或無法運作：</b>
economic_summary.not_enought_workers,<b>工人不足：</b>
economic_summary.depleted_soon,<b>農田即將枯竭：</b>
world_summary.day_events,<center>今日事件</center>
world_summary.neighbore_events,<center>鄰邦事件</center>
daily_stat.peasants,<b>庶民</b>
daily_stat.peasant_left_city,$ 離開城鎮：{peasant_left}
daily_stat.peasants_become_bandit,$ 成為<hint=hint_persons_criminal>流民</hint>者：{peasant_criminal}
daily_stat.peasants_become_thug,$ 成為<hint=hint_persons_cuthroat>刺客</hint>者：{peasant_thug}
daily_stat.peasants_become_fanatics,$ 成為<hint=hint_persons_fanatic>狂熱信徒</hint>者：{peasant_fanatic}
daily_stat.peasants_become_loyalists,$ 成為<hint=hint_loyalist>忠誠派</hint>者：{peasant_loyalist}
daily_stat.migrants,$ 即將到來的<hint=hint_migration>移民</hint>：{peasant_migrant}
daily_stat.slaves,<b>囚犯</b>
daily_stat.slaves_dead,$ 去世的囚犯：{slave_dead}
daily_stat.slaves_unhappy,$ 不滿的囚犯：{slave_unhappy}
daily_stat.slaves_rebellion_chance,$ <hint=hint_slave_riot>起義</hint>機率：{slave_rebellion_chance}%
daily_stat.warriors,<b>戰士</b>
daily_stat.warriors_dead,$ 去世的戰士：{soldier_dead}
daily_stat.warriors_inflamed_wounds,$ <hint=hint_wounds_open>傷口發炎</hint>者：{soldiers_sick}</red>
daily_stat.warriors_average_mood,$ 平均心情：{soldier_happiness}
daily_stat.warrirors_become_loyalists,$ 成為<hint=hint_loyalist>忠誠派</hint>者：{soldier_loyalist}
daily_stat.deserted,$ 叛離者：{soldier_gone}
faction.migrants,移民
display_event.migrants_waiting_to_be_in,城門口的移民
building.menu.migration,移民
display_event.migrants_leaving,移民正在離開城鎮
activity.migrant_go,前往城鎮大門
activity.knight_hire_waiting,等候重新僱用
menu.army.knight_expired_contract,這位傭兵的聘約已經到期，但他還沒離開你的城鎮，你仍可以在 {leaving_time} 以前續聘。
display_event.knight_contract_expired,傭兵的聘約到期了。
display_event.knight_leaving_province,傭兵即將離開城鎮。
advisor.knights_contracts,傭兵聘約即將到期。
social_class.soldier,戰士
actor.loyalty_rating,忠誠度
building.temple.preach.preach_loyalty,忠誠之道
display_event.puppet_sponsored,傀儡收到了資金
economics_manager.title,每日經濟
display_event.loyalty_rebellion_can_soon_rise,{name}：威脅武裝起義
display_event.loyalty_rebellion_start,已發動武裝起義
display_event.loyalty_rise_discarded,已取消武裝起義
display_event.repair_hall,修復大廳
duel.loyalty_change,{soul_uuid}將獲得 {number} 忠誠度
menu.buidling.church.preach_loyalty,提升忠誠度
actor.sad_about_death,"死亡人物的親朋好友將為他的死哀悼：
{lords_list}"
display_event.lord_dead,{name}死亡
actor.angered_to_king_for_death,這些貴族也因他們的死而對君王忿忿不平。
actor.sad_about_punish,"若遭懲罰，死亡人物的親朋好友將會感到憤怒：
{lords_list}"
soldiers.loyalty_hud,$對君王忠誠度：{loyalty}%
display_event.ai_loyalty_preach,{name}：在戰士間進行忠誠佈道
advisor.high_loyalty,軍隊忠誠度岌岌可危
loyalty_reason.battle_win,最近的一場戰鬥獲勝了
loyalty_reason.duel,最近的一場決鬥獲勝了
loyalty_reason.inspection,視察
loyalty_reason.fanatics,狂熱信徒
loyalty_reason.loyalists,忠誠派
gui_economics.production,生產
gui_economics.distribution,資源配給
gui_economics.trade,貿易及財務
gui_economics.once,一次
gui_economics.every_day,每天
gui_economics.required,需要
gui_economics.do_up_to_x,達 X 份後暫停
gui_economics.do_x,執行 X 次
gui_economics.sell,出售
gui_economics.by_price,在價格
gui_economics.internal_trade,對內貿易
gui_economics.new_task,新事項
gui_economics.distribution_complete,配給完成！
gui_economics.sale.cap,銷售
gui_economics.do_x.cap,執行 X 次
gui_economics.do_up_to_x.cap,達 X 份後暫停
gui_economics.every_day.cap,每天
gui_economics.once.cap,一次
gui_economics.food,食物
gui_economics.alcohol,酒
gui_economics.alchemy,煉金
gui_economics.liquids,酒類
gui_economics.weapons,武器
gui_economics.armor,盔甲
gui_economics.resources,資源
building.menu.location_efficiency,地點 {hint}
building.menu.total_efficiency,工作需時：
menu.building.church.preach_cost_new,費用：<hint=hint_resource_gold>{cost}</hint>（進到主教口袋）。
loyalty.total,忠於此人物的戰士：{soldiers} ({value}%)（戰士）
loyalty.loyalists,忠於君王的忠誠派戰士：{soldiers} ({value}%)
loyalty.fanatics,忠於主教的狂熱信徒戰士：{soldiers} ({value}%)
loyalty.reasons_describe,過去 {days} 天以來的變化：
advisor.placement_inefficient,生產置放效率不足
economic_summary.unefficient_placement,<b>置放效率不足：</b>
activity_state.budget_transition.go,與金庫互動中
activity.budget_transition,金庫互動
actor.action_task.take_gold_small,拿取少量金幣
actor.action_task.take_gold,拿取金幣
actor.action_task.put_gold_small,存入少量金幣
actor.action_task.put_gold,存入金幣
action_task.category.budget,金庫
bodyguards.no_soldiers,無可用的衛兵！
universal_appoint.empty,無可用的行動
advice.food_not_distributed,{group_name}：沒有得到食物！
advice.food_not_for_sale,{group_name}：無法購買食物！
mind.take_gold,已拿取金幣
mind.put_gold,已存入金幣
mind.take_ring,已拿取聖戒
mind.put_ring,已存入聖戒
actor.action_task.take_ring_small,拿取少量聖戒
actor.action_task.take_ring,拿取聖戒
actor.action_task.put_ring_small,存入少量聖戒
actor.action_task.put_ring,存入聖戒
building.spoilage_per_day,每天變質 {spoilage}%
advice.storages_overflow,倉庫已滿
menu.construction.category.storages,倉庫
building.granary,穀倉
building.armory,軍械庫
building.builders,建築工人營地
menu.tools.hint.economics,經濟
building.menu.no_workers,無工人
activity_state.buy_runes_go,前往購買聖戒
activity_state.buy_runes_process,正在購買聖戒
activity_state.sell_runes_go,前往出售聖戒
activity_state.sell_runes_process,正在出售聖戒
building.support_preach,支持之道
mind.humiliated_by_flattery,因奉承而感到謙卑
gui_economics.armory,戰爭補給
gui_economics.raw,原料
gui_economics.herbs,蔬菜
loyalty_rebellion.potential_supporters,"可能與叛軍同謀：
{lords_list}"
economic_summary.spoilage_resources,<b>變質的資源：</b>
advice.storages_will_overflow_by_farm,收成後，倉庫會滿載
knight.name_prefix.male,{name}先生
knight.name_prefix.female,{name} 夫人
tech.economics_salary,薪資
tech.internal_trade,對內貿易
display_event.people_not_recieve_food,{group_name}：沒有得到食物！
mind.dummy_rich,財富
map.lord_rebellion_lord,叛變政治家
mind.visited_public_place,前往公開場所
building.menu.comfort,舒適度：
