Key,Polska
tech.philosophy_history,Historia filozofii
mind.slept_on_ground,Spano na ziemi
building.temple.preach.usual_preach,Kazanie radości
faction.bums_in_rags,Obdarci ludzie
menu.buidling.church.mind_add,Nastrój +{moral_add}
menu.buidling.church.fanatics_new,Stworzy fanatyków
menu.buidling.church.agnostics_new,Stworzy agnostyków
menu.building.church.preach_cost,Koszt: <hint=hint_resource_rune>{cost}</hint> (do kieszeni biskupa)
trait.duelist,Pojedynkowicz
trait.intriguan,Spiskowiec
display_event.bums_in_rags_can_attack,W okolicy zauważono obdartych ludzi
actor.class.only_fists,Nieuzbrojony
display_event.bums_in_rags_attack_town,Obdarci atakują miasto!
mind.was_in_patrol,Był na patrolu
actor.deep_social_alias.small_talk_1,{name_initiator} i {name_target} wymienili kilka uwag.
actor.deep_social_alias.small_talk_2,{name_initiator} i {name_target} spędzili czas na przyjaznej pogawędce.
actor.deep_social_alias.small_talk_3,{name_initiator} i {name_target} porozmawiali na błahe tematy.
actor.deep_social_alias.small_talk_4,{name_initiator} i {name_target} rozmawiali o najnowszych wieściach.
actor.deep_social_alias.small_talk_5,{name_initiator} i {name_target} miło spędzili czas w swoim towarzystwie.
mind.ceremony,Jest pod wrażeniem ceremonii.
building.menu.church.repeat_preach,Powtarzaj codziennie
opinion_mind.king_bribe_me,Nakazano dać mi prezent
opinion_mind.seduce,"Opinia osoby, która mnie uwiodła"
building.menu.terror_nodody,Bez kar
building.menu.terror_criminals,Uwięzieni przestępcy {count}
actor.action_task.make_puppet,Utwórz marionetkę
mind.overpopulation,Przeludnienie
guest_role.parent,Rodzic
faction.unique_guests_piligrims,Pielgrzymi
advisor.peasants_unhappy_2,Chłopi opuszczają miasto
action_task.category.intrigue,Intrygi
display_event.burned_library,Biblioteka spłonęła!
display_event.bums_in_rags_attack_soon,Obdarci ludzie zbliżają się do miasta!
actor.action_task.donate_to_bishop,Nagrodź biskupa
advisor.deadly_enemy,Śmiertelna wrogość
building.menu.autoset_as_inspector,Automatyczny przydział
display_event.clerk_autoseted,{building_name}: zbudowano. Kancelista z kancelarii został przydzielony jako inspektor.
opinion_mind.matriarch_sudden_attack_fair,Atakuje bez ostrzeżenia
opinion_mind.matriarch_sudden_attack_unfair,Atakuje sąsiadów bez ostrzeżenia
display_event.building_builded,{building_name}: ten budynek został zbudowany
display_event.bishop_study_discard,{study_target}: edukacja zawieszona
duel.is_bad,"</b>Uwaga:</b>
Relacje między tymi postaciami nie są wrogie, zatem sprowokowanie pojedynku zostanie uznane jako próba zabójstwa, a cała odpowiedzialność spadnie na władcę.

W rezultacie nastawienie <hint=hint_relations_matriarch>Matrony</hint> względem twojego władcy pogorszy się o <red>{rel_de}</red>."
mutator.without_bums_in_rags,Żadnych obdartych
display_event.rings_inheritance,{heir}: odziedziczono spadek
notification.puppet_donate_to_master,{puppet} -> {master}: postać wręczyła prezent idolowi
menu.army.create_squad.title,Tworzenie oddziału
menu.army.create_squad,Utwórz oddział
menu.army.hire_soldier,Zatrudnij wojowników
display_event.soldiers_cant_trait,Szkolenie wojowników wstrzymane
building.menu.farm_autorefill,Automatyczne nawożenie
trait.planned_sex,Umówiona schadzka
menu.army.new_army.save_squad_composition,Zapisz skład
display_event.inspector_replaced,Wznowione inspekcje
display_event.knowledge_interaction_removed_by_blind,Anulowano pracę nad wiedzą
activity_state.sacrifice_ceremony.process,Uczestniczy w składaniu ofiary
building.training_ground.training,SZKOLENIE
building.training_ground.experience,PD za trafienie:
building.training_ground.max_level,Maks. poziom wyszkolenia:
building.training_ground.trained,Wyszkoleni wojownicy:
trait.monogam_warning,"Postać ma cechę <hint=hint_monogam>monogamia</hint>, a jeśli jest w związku małżeńskim, jej możliwość zaspokajania żądz seksualnych ogranicza się do poślubionej osoby.

$ Pamiętaj, żeby nastawienie współmałżonka do postaci wynosiło więcej niż 0."
advisor.monogam_problem,Monogamiczne postacie cierpią.
king_has_duty_of_honor,"{soul_uuid_king} ma wobec ciebie <hint=hint_debt_of_honor>dług honorowy</hint>. Zgodzi się dobrowolnie wykonać tę akcję, ale uzna dług za spłacony."
king_remove_duty_of_honor,{soul_uuid_king} spełnia twoje żądanie i nie ma już wobec ciebie <hint=hint_debt_of_honor>długu honorowego</hint>.
advisor.puppet_can_act,Niebezpieczeństwa działań marionetek
advisor.matriarch_bad_opinion,Matrona gniewa się
advisor.bishop_bad_opinion,Biskup gniewa się
notification.puppet_bribe_success,{name}: łapówka od marionetki
soul_will_gain_duty_of_honor,{soul_uuid_duty_target} uzyska <hint=hint_debt_of_honor>więź honorową</hint> z twoim władcą.
soul_gained_duty_of_honor,{soul_uuid_duty_target} ma teraz <hint=hint_debt_of_honor>więź honorową</hint> z twoim władcą.
opinion_mind.made_faith_preach,Nauki Zofii
opinion_mind.made_doubt_preach,Nauki zwątpienia
map.duty_of_honor,Dług honorowy
display_event.duty_of_honor_appear,Dług honorowy
display_event.duty_of_honor_complete,Dług honorowy spłacony
display_event.duty_of_honor_reset_player_king_changed,Dług honorowy przestał obowiązywać
display_event.duty_of_honor_reset_king_changed,Dług honorowy przestał obowiązywać
advisor.terror_active,Migracja zmniejszona przez terror.
trait.immobilization_reasons,Nie może się poruszyć z powodu:
economic_summary.no_instruction,<b>Nie otrzymano poleceń:</b>
economic_summary.broken,<b>Awaria lub przerwa w działaniu:</b>
economic_summary.not_enought_workers,<b>Niewystarczająca liczba pracowników:</b>
economic_summary.depleted_soon,<b>Pola tracące żyzność:</b>
world_summary.day_events,<center>Wydarzenia z dzisiaj</center>
world_summary.neighbore_events,<center>Wydarzenia z sąsiednich regionów</center>
daily_stat.peasants,<b>CHŁOPI</b>
daily_stat.peasant_left_city,$ Opuścili miasto: {peasant_left}
daily_stat.peasants_become_bandit,$ Zostali <hint=hint_persons_criminal>włóczęgami</hint>: {peasant_criminal}
daily_stat.peasants_become_thug,$ Zostali <hint=hint_persons_cuthroat>zbójami</hint>: {peasant_thug}
daily_stat.peasants_become_fanatics,$ Zostali <hint=hint_persons_fanatic>fanatykami</hint>: {peasant_fanatic}
daily_stat.peasants_become_loyalists,$ Zostali <hint=hint_loyalist>lojalistami</hint>: {peasant_loyalist}
daily_stat.migrants,$ Spodziewana liczba <hint=hint_migration>imigrantów</hint>: {peasant_migrant}
daily_stat.slaves,<b>JEŃCY</b>
daily_stat.slaves_dead,$ Zmarli jeńcy: {slave_dead}
daily_stat.slaves_unhappy,$ Niezadowoleni jeńcy: {slave_unhappy}
daily_stat.slaves_rebellion_chance,$ Prawdopodobieństwo <hint=hint_slave_riot>buntu</hint>: {slave_rebellion_chance}%
daily_stat.warriors,<b>WOJOWNICY</b>
daily_stat.warriors_dead,$ Zmarli wojownicy: {soldier_dead}
daily_stat.warriors_inflamed_wounds,$ Cierpiący na <hint=hint_wounds_open>zakażenie ran</hint>: {soldiers_sick}</red>
daily_stat.warriors_average_mood,$ Średni nastrój: {soldier_happiness}
daily_stat.warrirors_become_loyalists,$ Zostali <hint=hint_loyalist>lojalistami</hint>: {soldier_loyalist}
daily_stat.deserted,$ Zdezerterowali: {soldier_gone}
faction.migrants,Imigranci
display_event.migrants_waiting_to_be_in,Imigranci u bram
building.menu.migration,IMIGRACJA
display_event.migrants_leaving,Imigranci opuszczają miasto
activity.migrant_go,Zmierza do bramy miasta
activity.knight_hire_waiting,Oczekiwanie na ponowne zatrudnienie
menu.army.knight_expired_contract,"Wygasła umowa tego najemnika, ale jeszcze nie opuścił on miasta. Możesz go zatrudnić przed {leaving_time}."
display_event.knight_contract_expired,Umowa najemnika wygasła.
display_event.knight_leaving_province,Najemnik opuszcza miasto.
advisor.knights_contracts,Umowa najemnika niebawem wygaśnie.
social_class.soldier,Wojownik
actor.loyalty_rating,LOJALNOŚĆ
building.temple.preach.preach_loyalty,Kazanie lojalności
display_event.puppet_sponsored,Marionetka otrzymała pieniądze
economics_manager.title,Codzienna gospodarka
display_event.loyalty_rebellion_can_soon_rise,{name}: zagrożenie buntem wojska
display_event.loyalty_rebellion_start,Rozpoczął się bunt wojska
display_event.loyalty_rise_discarded,Odwołano bunt wojska
display_event.repair_hall,Napraw siedzibę
duel.loyalty_change,{soul_uuid} otrzyma {number} lojalności
menu.buidling.church.preach_loyalty,Zwiększ lojalność
actor.sad_about_death,"Krewni i przyjaciele zmarłej postaci, którzy będą opłakiwać jej śmierć:
{lords_list}"
display_event.lord_dead,{name} nie żyje
actor.angered_to_king_for_death,Ci lordowie są też źli na króla z powodu śmierci tej osoby.
actor.sad_about_punish,"Krewni i przyjaciele postaci, których rozgniewa jej ukaranie:
{lords_list}"
soldiers.loyalty_hud,$ Lojalność wobec króla: {loyalty}%
display_event.ai_loyalty_preach,{name}: wygłasza do wojowników kazanie lojalności
advisor.high_loyalty,Lojalność armii jest zagrożona
loyalty_reason.battle_win,Triumf w niedawnej bitwie
loyalty_reason.duel,Triumf w niedawnym pojedynku
loyalty_reason.inspection,Inspekcja
loyalty_reason.fanatics,Fanatycy
loyalty_reason.loyalists,Lojaliści
gui_economics.production,
gui_economics.distribution,
gui_economics.trade,
gui_economics.once,
gui_economics.every_day,
gui_economics.required,
gui_economics.do_up_to_x,
gui_economics.do_x,
gui_economics.sell,
gui_economics.by_price,
gui_economics.internal_trade,
gui_economics.new_task,
gui_economics.distribution_complete,
gui_economics.sale.cap,
gui_economics.do_x.cap,
gui_economics.do_up_to_x.cap,
gui_economics.every_day.cap,
gui_economics.once.cap,
gui_economics.food,
gui_economics.alcohol,
gui_economics.alchemy,
gui_economics.liquids,
gui_economics.weapons,
gui_economics.armor,
gui_economics.resources,
building.menu.location_efficiency,
building.menu.total_efficiency,
menu.building.church.preach_cost_new,
loyalty.total,Wojownicy wierni tej postaci: {soldiers} ({value}%) (wojowników)
loyalty.loyalists,Lojaliści wierni królowi: {soldiers} ({value}%)
loyalty.fanatics,Fanatyczni wojownicy wierni biskupowi: {soldiers} ({value}%)
loyalty.reasons_describe,Zmiana w ostatnich {days} dniach:
advisor.placement_inefficient,
economic_summary.unefficient_placement,
activity_state.budget_transition.go,
activity.budget_transition,
actor.action_task.take_gold_small,
actor.action_task.take_gold,
actor.action_task.put_gold_small,
actor.action_task.put_gold,
action_task.category.budget,
bodyguards.no_soldiers,Brak dostępnych strażników!
universal_appoint.empty,
advice.food_not_distributed,
advice.food_not_for_sale,
mind.take_gold,
mind.put_gold,Zdeponowane złoto
mind.take_ring,
mind.put_ring,
actor.action_task.take_ring_small,
actor.action_task.take_ring,
actor.action_task.put_ring_small,
actor.action_task.put_ring,
building.spoilage_per_day,
advice.storages_overflow,
menu.construction.category.storages,
building.granary,
building.armory,
building.builders,
menu.tools.hint.economics,
building.menu.no_workers,
activity_state.buy_runes_go,
activity_state.buy_runes_process,
activity_state.sell_runes_go,
activity_state.sell_runes_process,
building.support_preach,
mind.humiliated_by_flattery,
gui_economics.armory,
gui_economics.raw,
gui_economics.herbs,
loyalty_rebellion.potential_supporters,
economic_summary.spoilage_resources,
advice.storages_will_overflow_by_farm,
knight.name_prefix.male,
knight.name_prefix.female,
tech.economics_salary,
tech.internal_trade,Handel wewnętrzny
display_event.people_not_recieve_food,{group_name}: Nie otrzymują żywności!
mind.dummy_rich,Majątek
map.lord_rebellion_lord,Zbuntowany polityk
mind.visited_public_place,Odwiedzono miejsce publiczne
building.menu.comfort,WYGODA:
opinion_mind.my_protege,Mój protegowany
trait.politic,Polityk
building.menu.warriors_priority,Priorytet na wojowników
menu.army.group.mercenaries_new,NAJEMNICY ({count})
building.warehouse_header,POJEMNOŚĆ
building.effect.living_zone,Sąsiedzi
mind.house_comfort,Wygoda budynku
menu.battle_squad.edit_squad,Edytuj oddział
menu.army.edit_squad.title,Edytowanie oddziału
menu.army.edit_squad.accept,Zastosuj
display_event.lord_become_politic,{name}: zostaje politykiem
actor.action_task.praise_super,Pojednanie
notification.character_praise_super,{name_target} -> {name_third_person}: stosunki poprawiają się na skutek pojednania.
mind.gold_count_no,Puste kieszenie
mind.gold_count_mid,Dobrobyt
mind.gold_count_high,Obrzydliwe bogactwo
opinion_mind_interest.rings,Piękne święte pierścienie
opinion_mind.envy_gold,Zazdrość złota
mind.saint_punch,"Święty policzek
"
notification.ai_preach_process,"{name} wygłasza {preach}
"
mind.dummy_poor,Puste kieszenie
mind.dummy_very_rich,Obrzydliwe bogactwo
mind.soldier_poor,Puste kieszenie
mind.soldier_rich,Dobrobyt
mind.soldier_very_rich,Obrzydliwe bogactwo
negative_mind_inline,$ Myśl o {soul_uuid_performer}: <red>{mind_value}</red>
seduce_charisma_effect,"$ {soul_uuid_performer} nie zyskuje negatywnej myśli, ponieważ posiada talent <hint={trait_hint}>{talent_name}</hint>."
loyalty_reason.battle_loose,Porażka w niedawnej bitwie
opinion_mind_interest.was_seduce,Postać została uwiedziona
seduce_puppet_in_result,W wyniku uwiedzenia {soul_uuid_target} stanie się <hint=hint_encyclopedia_puppets>marionetką</hint> {soul_uuid_master}.
seduce_duty_of_honor_in_result,W wyniku uwiedzenia {soul_uuid_target} zyska <hint=hint_debt_of_honor>dług honorowy</hint>.
unavailable_header,NIEDOSTĘPNE
building.effect.burned,Spalony budynek
map.category.puppets,Marionetki
shadow_action.puppet_bonus,"Szanse powodzenie rosną znacząco, ponieważ {soul_uuid_performer} jest miejscowym lordem.

Popełniwszy ten występek, marionetka ujawni się i poprosi cię o udzielenie jej schronienia."
display_event.puppet_make_crime_and_become_untitled,"Na twoje polecenie marionetka popełniła przestępstwo i opuściła swoje miasto, a teraz zmierza do ciebie."
display_event.politic_made_donat,{name}: polityk wręczył prezent
display_event.politic_made_flattery,{name}: polityk schlebił lordowi
display_event.politic_request_donate,{name}: polityk otrzymał datek
notification.buy_ring_from_caravan,{name}: kupił święty pierścień od karawany
notification.sell_ring_to_caravan,{name}: sprzedaje karawanie święte pierścienie
activity_state.shopping_caravan.go_to,Zmierza do karawany
conversation.politic_donate_to_bishop,Dar dla biskupa
conversation.politic_donate_to_lord,Dar dla lorda
conversation.politic_flattery,Pochlebstwo
conversation.politic_request_donate,Datek na rzecz polityka
mutator.no_politics,Bez polityków
display_event.bishop_bribe_politic,{iniciator} -> {name}: polityk przekupił lorda
building.hut_6x10,Dom mieszkalny
building.hut_8x8,Dom mieszkalny
building.hut_10x6,Dom mieszkalny
building.lord_house_6x10,Miejski dom lorda
building.lord_house_10x6,Miejski dom lorda
menu.army.fire_selected,Wybrano ogień
menu.squad_creating.equipment_auto,Autom.
menu.politic_ally_army_strenght,siła armii <hint=hint_resource_gold>{number}</hint>
economic_summary.caravan_purchase,$ Mieszkańcy <hint=hint_dummy_caravan_purchases>kupili towary</hint> u Świętej Karawany za (<hint=hint_resource_gold>{caravan_purchases}</hint>):.
building.caption_with_level.short,{level} poz. – {building_name}
menu.knowledge.autostudy,Automatyczna nauka
opinion_mind.no_church,W mieście nie ma świątyń
building.free.construction_cost,ZA DARMO x{remain}
mind.house_discomfort,Niewygody domostwa
notification.lord_become_politic_friend,{name} staje się poplecznikiem polityka {politic}.
building.variation.vertical,Pionowy
building.variation.horizontal,Poziomy
building.variation.square,Kwadratowy
mind.good_housing,Wygoda mieszkania
mind.excellent_housing,Wygoda mieszkania
house_upgrade.living_places,$ Liczba miejsc wzrośnie do {number_of_living_places}.
house_upgrade.housing_mind,$ Mieszkańcy tego domu zyskają myśl: <green>{housing_mind}</green>.
display_event.reg_riot_cancel_by_no_death,Fanatycy są zadowoleni. Bunt został zażegnany.
menu.finance.goods_availability.lords,Lordowie
display_event.lords_summary,Podsumowanie lordów
display_event.politic_seduce,{name} uwodzi: {target}
opinion_mind.seduce_by_politic,Był przekonujący w łóżku
actor.action_task.flattery,Pochlebstwo
opinion_mind.church_delegate,
display_event.puppet_donated_to_master,{name}: postać wręczyła prezent idolowi
building.prefer.dummy,
opinion_mind.take_title_from_politician,
action_task_optional_take_title_from_politician,
