Key,PortugueseBrazilian
display_event.bums_in_rags_can_attack,Maltrapilhos avistados por perto
actor.class.only_fists,Sem armas
display_event.bums_in_rags_attack_town,Maltrapilhos estão atacando a cidade!
mind.was_in_patrol,Estava patrulhando
actor.deep_social_alias.small_talk_1,{name_initiator} e {name_target} se falaram casualmente.
actor.deep_social_alias.small_talk_2,{name_initiator} e {name_target} passaram um tempo agradável conversando.
actor.deep_social_alias.small_talk_3,{name_initiator} e {name_target} conversaram sobre o dia a dia.
actor.deep_social_alias.small_talk_4,{name_initiator} e {name_target} conversaram sobre as últimas notícias.
actor.deep_social_alias.small_talk_5,{name_initiator} e {name_target} disfrutaram da companhia um do outro.
mind.ceremony,Impressionado pela cerimônia.
building.menu.church.repeat_preach,Repetir todos os dias
opinion_mind.king_bribe_me,Ordenou que eu desse um presente
opinion_mind.seduce,Opinião de quem me seduziu
building.menu.terror_nodody,Sem punições
building.menu.terror_criminals,Criminosos presos {count}
actor.action_task.make_puppet,Transformar em marionete
mind.overpopulation,Superpopulação
guest_role.parent,Pai/Mãe
faction.unique_guests_piligrims,Peregrinos
advisor.peasants_unhappy_2,Camponeses saem da cidade
action_task.category.intrigue,Intrigas
display_event.burned_library,A biblioteca queimou!
display_event.bums_in_rags_attack_soon,Maltrapilhos estão se aproximando da cidade!
actor.action_task.donate_to_bishop,Recompensar o bispo
advisor.deadly_enemy,Inimizade mortal
building.menu.autoset_as_inspector,Atribuição automática
display_event.clerk_autoseted,{building_name}: a construção do edifício está concluída. Um funcionário da chancelaria foi atribuído como inspetor.
opinion_mind.matriarch_sudden_attack_fair,Ataca de surpresa
opinion_mind.matriarch_sudden_attack_unfair,Ataca vizinhos de surpresa
display_event.building_builded,{building_name}: a construção do edifício está concluída.
display_event.bishop_study_discard,{study_target}: educação suspensa
duel.is_bad,"</b>Atenção:</b>
A relação entre os personagens não é hostil, então provocar um duelo entre eles será considerada uma tentativa de assassinato sob responsabilidade do rei.

Como resultado, a opinião da <hint=hint_relations_matriarch>Matriarca</hint> sobre seu rei cairá em <red>{rel_de}</red>."
mutator.without_bums_in_rags,Sem Maltrapilhos
display_event.rings_inheritance,{heir}: herdou um legado
notification.puppet_donate_to_master,{puppet} -> {master}: deu um presente a seu ídolo
menu.army.create_squad.title,Criação de esquadrão
menu.army.create_squad,Criar novo esquadrão
menu.army.hire_soldier,Contrate guerreiros
display_event.soldiers_cant_trait,Treinamento de guerreiros em pausa
building.menu.farm_autorefill,Fertilização automática
trait.planned_sex,Encontro marcado
menu.army.new_army.save_squad_composition,Salvar esquadrão
display_event.inspector_replaced,Inspeções reatribuídas
display_event.knowledge_interaction_removed_by_blind,Conhecimento de trabalho cancelado
activity_state.sacrifice_ceremony.process,Participando do sacrifício
building.training_ground.training,TREINAMENTO
building.training_ground.experience,Experiência por golpe:
building.training_ground.max_level,Nível máx. de treinamento:
building.training_ground.trained,Guerreiros treinados:
trait.monogam_warning,"Este personagem tem a característica <hint=hint_monogam>Monogamia</hint>, portanto, quando ele estiver casado sua necessidade sexual só poderá ser atendida por seu cônjuge.

$ Se o personagem estiver casado, faça com que a opinião do cônjuge esteja acima de 0."
advisor.monogam_problem,Personagens monógamos sofrem.
king_has_duty_of_honor,"{soul_uuid_king} tem uma <hint=hint_debt_of_honor>Dívida de Honra</hint> com você. A ação pedida será executada, mas a dívida será dada como paga."
king_remove_duty_of_honor,{soul_uuid_king} atendeu o seu pedido e já não tem uma <hint=hint_debt_of_honor>Dívida de Honra</hint> com você.
advisor.puppet_can_act,O perigo das ações da marionete
advisor.matriarch_bad_opinion,A Matriarca está furiosa
advisor.bishop_bad_opinion,O bispo está furioso
notification.puppet_bribe_success,{name}: subornou uma marionete
soul_will_gain_duty_of_honor,{soul_uuid_duty_target} terá uma <hint=hint_debt_of_honor>Dívida de Honra</hint> com seu governante.
soul_gained_duty_of_honor,{soul_uuid_duty_target} agora tem uma <hint=hint_debt_of_honor>Dívida de Honra</hint> com seu governante.
opinion_mind.made_faith_preach,Pregando sobre Sofia
opinion_mind.made_doubt_preach,Pregando dúvida
map.duty_of_honor,Dívida de honra
display_event.duty_of_honor_appear,Dívida de honra
display_event.duty_of_honor_complete,Dívida de honra não atendida
display_event.duty_of_honor_reset_player_king_changed,Dívida de honra inaplicada
display_event.duty_of_honor_reset_king_changed,Dívida de honra inaplicada
advisor.terror_active,A migração está reduzida por terror.
trait.immobilization_reasons,Não pode se mover devido a:
economic_summary.no_instruction,<b>Instruções não recebidas:</b>
economic_summary.broken,<b>Quebrado ou não funcionando:</b>
economic_summary.not_enought_workers,<b>Trabalhadores insuficientes:</b>
economic_summary.depleted_soon,<b>Campos prestes a se esgotar:</b>
world_summary.day_events,<center>Eventos do dia atual</center>
world_summary.neighbore_events,<center>Eventos das regiões vizinhas</center>
daily_stat.peasants,<b>CAMPONESES</b>
daily_stat.peasant_left_city,$ Deixaram a cidade: {peasant_left}
daily_stat.peasants_become_bandit,$ Tornaram-se <hint=hint_persons_criminal>Vadios</hint>: {peasant_criminal}
daily_stat.peasants_become_thug,$ Tornaram-se <hint=hint_persons_cuthroat>Facínoras</hint>: {peasant_thug}
daily_stat.peasants_become_fanatics,$ Tornaram-se <hint=hint_persons_fanatic>Fanáticos</hint>: {peasant_fanatic}
daily_stat.peasants_become_loyalists,$ Tornaram-se <hint=hint_loyalist>Lealistas</hint>: {peasant_loyalist}
daily_stat.migrants,$ <hint=hint_migration>Migrantes</hint> esperados: {peasant_migrant}
daily_stat.slaves,<b>PRISIONEIROS</b>
daily_stat.slaves_dead,$ Prisioneiros mortos: {slave_dead}
daily_stat.slaves_unhappy,$ Prisioneiros infelizes: {slave_unhappy}
daily_stat.slaves_rebellion_chance,$ Chance de <hint=hint_slave_riot>Rebelião</hint>: {slave_rebellion_chance}%
daily_stat.warriors,<b>GUERREIROS</b>
daily_stat.warriors_dead,$ Guerreiros mortos: {soldier_dead}
daily_stat.warriors_inflamed_wounds,$ Com <hint=hint_wounds_open>Feridas Infeccionadas</hint>: <red>{soldiers_sick}</red>
daily_stat.warriors_average_mood,$ Média de humor: {soldier_happiness}
daily_stat.warrirors_become_loyalists,$ Tornaram-se <hint=hint_loyalist>Lealistas</hint>: {soldier_loyalist}
daily_stat.deserted,$ Desertores: {soldier_gone}
faction.migrants,Migrantes
display_event.migrants_waiting_to_be_in,Migrantes nos portões
building.menu.migration,MIGRAÇÃO
display_event.migrants_leaving,Migrantes estão deixando a cidade
activity.migrant_go,Indo ao portão da cidade
activity.knight_hire_waiting,Aguardando recontratação
menu.army.knight_expired_contract,"O contrato deste mercenário expirou, mas ele ainda não saiu da sua cidade. Você pode recontratá-lo antes de {leaving_time}."
display_event.knight_contract_expired,O contrato do mercenário expirou.
display_event.knight_leaving_province,O mercenário está deixando a cidade.
advisor.knights_contracts,O contrato do mercenário está prestes a expirar.
social_class.soldier,Guerreiro
actor.loyalty_rating,LEALDADE
building.temple.preach.preach_loyalty,Sermão de lealdade
display_event.puppet_sponsored,A marionete recebeu fundos
economics_manager.title,Economia diária
display_event.loyalty_rebellion_can_soon_rise,{name}: ameaça de rebelião militar
display_event.loyalty_rebellion_start,Rebelião militar iniciada
display_event.loyalty_rise_discarded,Rebelião militar cancelada
display_event.repair_hall,Repare o salão
duel.loyalty_change,{soul_uuid} irá recuperar a lealdade de {number}
menu.buidling.church.preach_loyalty,Aumentar lealdade
actor.sad_about_death,"Parentes e amigos do personagem falecido que lamentarão sua morte:
{lords_list}"
display_event.lord_dead,{name} morreu
actor.angered_to_king_for_death,Esses nobres também estão furiosos com o rei por sua morte.
actor.sad_about_punish,"Parentes e amigos do personagem que ficarão furiosos com sua punição:
{lords_list}"
soldiers.loyalty_hud,$ Lealdade ao rei: {loyalty}%
display_event.ai_loyalty_preach,{name}: realiza um Sermão de Lealdade entre os guerreiros
advisor.high_loyalty,A lealdade do exército está em risco
loyalty_reason.battle_win,Vitória em uma batalha recente
loyalty_reason.duel,Vitória em um duelo recente
loyalty_reason.inspection,Inspeção
loyalty_reason.fanatics,Fanáticos
loyalty_reason.loyalists,Lealistas
gui_economics.production,Produção
gui_economics.distribution,Distribuição de recursos
gui_economics.trade,Comércio e finanças
gui_economics.once,Uma vez
gui_economics.every_day,Todos os dias
gui_economics.required,Necessário
gui_economics.do_up_to_x,Produzir até X
gui_economics.do_x,Produzir X
gui_economics.sell,Vender
gui_economics.by_price,Por preço
gui_economics.internal_trade,Comércio interno
gui_economics.new_task,Nova tarefa
gui_economics.distribution_complete,Distribuição concluída!
gui_economics.sale.cap,VENDA
gui_economics.do_x.cap,PRODUZIR X
gui_economics.do_up_to_x.cap,PRODUZIR ATÉ X
gui_economics.every_day.cap,TODOS OS DIAS
gui_economics.once.cap,UMA VEZ
gui_economics.food,Comida
gui_economics.alcohol,Bebida
gui_economics.alchemy,Alquimia
gui_economics.liquids,Líquidos
gui_economics.weapons,Armas
gui_economics.armor,Armadura
gui_economics.resources,Recursos
building.menu.location_efficiency,LOCAL {hint}
building.menu.total_efficiency,Tempo de trabalho:
menu.building.church.preach_cost_new,Custo: <hint=hint_resource_gold>{cost}</hint> (recebido pelo bispo)
loyalty.total,Guerreiros leais a este personagem: {soldiers} ({value}%) (guerreiros)
loyalty.loyalists,Guerreiros lealistas fieis ao rei: {soldiers} ({value}%)
loyalty.fanatics,Guerreiros fanáticos fieis ao bispo: {soldiers} ({value}%)
loyalty.reasons_describe,Mudanças nos últimos {days} dias:
advisor.placement_inefficient,Posicionamento de produção ineficiente
economic_summary.unefficient_placement,<b>Posicionamento ineficiente:</b>
activity_state.budget_transition.go,Interagindo com o tesouro
activity.budget_transition,Interação com o tesouro
actor.action_task.take_gold_small,Pegue uma pequena quantia de ouro
actor.action_task.take_gold,Pegue ouro
actor.action_task.put_gold_small,Deposite uma pequena quantia de ouro
actor.action_task.put_gold,Deposite ouro
action_task.category.budget,Tesouro
bodyguards.no_soldiers,Sem guardas disponíveis!
universal_appoint.empty,Sem ações disponíveis
advice.food_not_distributed,{group_name}: não estão recebendo comida!
advice.food_not_for_sale,{group_name}: não conseguem comprar comida!
mind.take_gold,Pegou ouro
mind.put_gold,Depositou ouro
mind.take_ring,Pegou anéis sagrados
mind.put_ring,Depositou anéis sagrados
actor.action_task.take_ring_small,Pegue uma pequena quantia de anéis sagrados
actor.action_task.take_ring,Pegue anéis sagrados
actor.action_task.put_ring_small,Deposite uma pequena quantia de anéis sagrados
actor.action_task.put_ring,Deposite anéis sagrados
building.spoilage_per_day,Estrago de {spoilage}% por dia
advice.storages_overflow,Armazenamento cheio
menu.construction.category.storages,Depósitos
building.granary,Granel
building.armory,Arsenal
building.builders,Campo de construtores
menu.tools.hint.economics,Economia
building.menu.no_workers,Sem trabalhadores
activity_state.buy_runes_go,Indo comprar anéis sagrados
activity_state.buy_runes_process,Comprando anéis sagrados
activity_state.sell_runes_go,Indo vender anéis sagrados
activity_state.sell_runes_process,Vendendo anéis sagrados
building.support_preach,Sermão de apoio
mind.humiliated_by_flattery,Humilhação por elogios
gui_economics.armory,Suprimentos de guerra
gui_economics.raw,Matéria-Prima
gui_economics.herbs,Vegetação
loyalty_rebellion.potential_supporters,"Provável apoio ao rebelde:
{lords_list}"
economic_summary.spoilage_resources,<b>Recursos estragados:</b>
advice.storages_will_overflow_by_farm,A colheita ultrapassará o armazenamento
knight.name_prefix.male,Sir {name}
knight.name_prefix.female,Dama {name}
tech.economics_salary,Salários
tech.internal_trade,Comércio interno
display_event.people_not_recieve_food,{group_name}: não estão recebendo comida!
mind.dummy_rich,Prosperidade
map.lord_rebellion_lord,Político rebelde
mind.visited_public_place,Visitou um local público
building.menu.comfort,CONFORTO:
opinion_mind.my_protege,Meu protegido
trait.politic,Político
building.menu.warriors_priority,Prioridade aos guerreiros
menu.army.group.mercenaries_new,MERCENÁRIOS ({count})
building.warehouse_header,CAPACIDADE
building.effect.living_zone,Vizinhos
mind.house_comfort,Conforto do edifício
menu.battle_squad.edit_squad,Esquadrão de elite
menu.army.edit_squad.title,Editar esquadrão
menu.army.edit_squad.accept,Aplicar
display_event.lord_become_politic,{name}: tornar-se político
actor.action_task.praise_super,Reconciliar
notification.character_praise_super,{name_target} -> {name_third_person}: relação melhorada devido a uma reconciliação.
mind.gold_count_no,Bolsos vazios
mind.gold_count_mid,Muito dinheiro
mind.gold_count_high,Muitíssimo dinheiro
opinion_mind_interest.rings,Lindos anéis sagrados
opinion_mind.envy_gold,A inveja do ouro
mind.saint_punch,Tapa sagrado
notification.ai_preach_process,{name} está realizando um {preach}.
mind.dummy_poor,Bolsos vazios
mind.dummy_very_rich,Riqueza obscena
mind.soldier_poor,Bolsos vazios
mind.soldier_rich,Prosperidade
mind.soldier_very_rich,Riqueza obscena
negative_mind_inline,$ Pensamento de {soul_uuid_performer}: <red>{mind_value}</red>
seduce_charisma_effect,$ {soul_uuid_performer} não ganha um pensamento negativo por ter o talento de <hint={trait_hint}>{talent_name}</hint>.
loyalty_reason.battle_loose,Perda em uma batalha recente
opinion_mind_interest.was_seduce,Foi seduzido
seduce_puppet_in_result,"Como resultado da sedução, {soul_uuid_target} se tornará <hint=hint_encyclopedia_puppets>Marionete</hint> de {soul_uuid_master}."
seduce_duty_of_honor_in_result,"Como resultado da sedução, {soul_uuid_target} terá uma <hint=hint_debt_of_honor>Dívida de Honra</hint>."
unavailable_header,INDISPONÍVEL
building.effect.burned,Edifício queimado
map.category.puppets,Marionetes
shadow_action.puppet_bonus,"As chances de sucesso são consideravelmente maiores porque {soul_uuid_performer} é um membro da nobreza local.

Após realizar a ação sombria, a marionete se revelará e buscará refúgio com você."
display_event.puppet_make_crime_and_become_untitled,A marionete cometeu o crime por ordem sua e saiu da cidade dela para ir até você.
