Key,SimplifiedChinese
knowledge.blocked_reason.soldiers_required,战士：{number_of_soldiers} / {required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,与女教皇的关系：{number_of_relation} / {required_relation}
map.maniac_in_bandit_camp,匿名人物在强盗营地中
map.menu.quest.manuac_captived,匿名人物已被俘获。
actor.part_of_nature.trader,商人
actor.action_task.church_defence,神爱之家庇护
actor.action_task.bishop_fix_relations,因憎恨而忏悔
opinion_mind.repentance_of_hatred,因憎恨而忏悔
opinion_mind.church_defence_request,因请求庇护而暴露弱点
knowledge.blocked_reason.caravan_bring_required,其中一位领主必须了解{knowledge_name}。
input.not_bounded,未分配
input.key_already_used,键位已使用
opinion_mind.bishop_guest_accept,庇护牧师
input.action.quick_save,快速保存
matriarch.church_defence_active,神爱之家庇护持续天数：{days}。
actor.part_of_nature.philosoph,学者
mind.fight_agains_bandit,强盗之锤
opinion_mind.my_master,我的偶像
opinion_mind.my_puppet,我的傀儡
mind.made_gift_to_master,为偶像赠送礼物
mind.master_death,偶像死亡
appoint.puppet_action_set,结果，傀儡的忠诚度降低
display_event.puppet_become,{master}迫使{puppet}屈服于自己的意志。
display_event.puppet_reset,{puppet}不再是一个傀儡了。
opinion_mind.forced_to_crime,被迫犯罪
opinion_mind.forced_to_action,被迫行动
actor.opinion.special.master,偶像
actor.opinion.special.puppet,傀儡
actor.relations.filter.puppets,傀儡
opinion_mind_interest.lust,好色特质
menu.army.new_army.create.build_hall,操作失败。建造大厅。
opinion_mind.forced_puppet_rebellion,已利用傀儡进行叛乱
map.lord_rebellion_puppet,傀儡叛乱
changelog.header,最新动态
display_event.check_problems,查看问题列表
display_event.lord_dead_in_hostage,{name}：死于囚禁
mind.bad_hunt,狩猎失败
opinion_mind.bad_hunter,笨拙的猎手
display_event.bad_hunt_on_global_map,{name}：狩猎失败
beta_branch.title,游戏分支
beta_branch.set,设置与重启
display_event.guest_role_revealed,{guest_name}：揭露意图
opinion_mind.good_reception,亲切地欢迎我的领主。
opinion_mind.bad_reception,冷漠地对待我的领主。
actor.action_task.slander,诽谤
actor.action_task.praise,称赞
opinion_mind.made_a_gift,赠礼
guest_role.communicative,社交达人
guest_role.duelist,决斗者
guest_role.provoker,挑衅者
guest_role.puppet_master,傀儡师
guest_role.manipulator,操纵者
guest_role.seducer,勾引者
guest_role.player,赌徒
guest_role.educator,启蒙者
actor.action_task.donate_to_master,进献给偶像
building.fortification_gate,大门
building.fortification_tower,防御塔
trait.puppet,傀儡
opinion_mind.slander_to_other,与另一人有过节
mind.beer_drinking,中毒：啤酒
mind.prayed,已祈祷
mind.sleepiness,昏昏欲睡
trait.sleepiness,昏昏欲睡
map.category.agression,攻击
9map.appoint.sub_category.sudden_attack,突袭
trait.sex_desire_weak,性欲高涨
trait.sex_desire_strong,欲火焚身
mind.sex_desire_weak,性欲高涨
mind.sex_desire_strong,欲火焚身
trait.malnutrition,营养不良
mind.malnutrition,营养不良
opinion_mind.sudden_attacked_me,突袭了我
opinion_mind.sudden_attack_traity,突然背信弃义地袭击了我
opinion_mind.sudden_force_neutrality_me,强迫我保持中立
menu.bodyguard,护卫
bodyguard.maximal_count,卫兵 ({current}/{maximal})
bodyguard.minimal_battle_level,最低战斗等级
activity_state.bodyguard_watching,保护领主
trait.on_bender,烂醉如泥
notification.on_bender,{name}：去一醉方休了！
display_event.sudden_attack,突袭！{faction_name}的军队正在逼近！
bodyguard.status.no_guards,目前无可用战士。
bodyguard.status.active,守卫将持续至 04:00。
bodyguard.status.start_soon,守卫将从 23:00 开始。
bodyguard.appoint_line_1,分配护卫
bodyguard.appoint_line_2,护卫 {current}/{limit}
actor.general,总体
actor.important_feelings,感觉强烈
opinion_mind.my_master_enemy,偶像的敌人
opinion_mind_interest.culture,挑拨文化
trait.crimer,罪犯
building.menu.terror_slaves,囚犯：{count}
building.menu.criminal,罪犯
menu.migration.change,迁入人口：{count}
mind.crime_in_city,城中罪行
opinion_mind.small_talk,进行了闲谈
wolf.name,狼
pig.name,猪
tech.philosophy_history,哲学历史
mind.slept_on_ground,睡在了地上
building.temple.preach.usual_preach,欢愉之道
faction.bums_in_rags,褴褛之徒
menu.buidling.church.mind_add,心情 +{moral_add}
menu.buidling.church.fanatics_new,将产生狂热信徒
menu.buidling.church.agnostics_new,将产生不可知论者
menu.building.church.preach_cost,费用：<hint=hint_resource_rune>{cost}</hint>（交给主教）。
trait.duelist,决斗者
trait.intriguan,阴谋家
display_event.bums_in_rags_can_attack,在附近发现了褴褛之徒
actor.class.only_fists,无武装
display_event.bums_in_rags_attack_town,褴褛之徒正在攻击城市！
mind.was_in_patrol,出勤过巡逻
actor.deep_social_alias.small_talk_1,{name_initiator}和{name_target}随意说了几句话。
actor.deep_social_alias.small_talk_2,{name_initiator}和{name_target}进行了愉快的谈话。
actor.deep_social_alias.small_talk_3,{name_initiator}和{name_target}闲谈了几句。
actor.deep_social_alias.small_talk_4,{name_initiator}和{name_target}讨论了最近的新闻。
actor.deep_social_alias.small_talk_5,{name_initiator}和{name_target}很喜欢喝对方待在一起。
mind.ceremony,对仪式印象深刻。
building.menu.church.repeat_preach,每天重复
opinion_mind.king_bribe_me,下令送我礼物
opinion_mind.seduce,我的勾引者的看法
building.menu.terror_nodody,没有惩罚
building.menu.terror_criminals,关押的罪犯 {count}
actor.action_task.make_puppet,培植傀儡
mind.overpopulation,人口过剩
guest_role.parent,父母
faction.unique_guests_piligrims,朝圣者
advisor.peasants_unhappy_2,平民离开城市
action_task.category.intrigue,挑拨
display_event.burned_library,图书馆被焚毁！
display_event.bums_in_rags_attack_soon,褴褛之徒正在靠近城市！
actor.action_task.donate_to_bishop,奖励主教
advisor.deadly_enemy,致命仇敌
building.menu.autoset_as_inspector,自动指派
display_event.clerk_autoseted,{building_name}：已完成建筑。官邸的一名文员已指派到此处视察。
opinion_mind.matriarch_sudden_attack_fair,无预警进攻
opinion_mind.matriarch_sudden_attack_unfair,无预警进攻邻邦
display_event.building_builded,{building_name}：建筑已建完
display_event.bishop_study_discard,{study_target}：教育终止
duel.is_bad,"</b>注意：</b>
角色之间并没有交恶，挑起决斗将被视为暗杀，统治者将对此承担责任。

最终，<hint=hint_relations_matriarch>女教皇</hint>对你的统治者态度会下降 <red>{rel_de}</red>。"
mutator.without_bums_in_rags,没有褴褛之徒
display_event.rings_inheritance,{heir}：继承遗产
notification.puppet_donate_to_master,{puppet} -> {master}：为偶像赠送礼物
menu.army.create_squad.title,创建部队
menu.army.create_squad,创建一支部队
menu.army.hire_soldier,雇佣战士
display_event.soldiers_cant_trait,战士训练已暂停
building.menu.farm_autorefill,自动施肥
trait.planned_sex,预定日期
menu.army.new_army.save_squad_composition,保存搭配
display_event.inspector_replaced,重新安排视察
display_event.knowledge_interaction_removed_by_blind,知识工作已取消
activity_state.sacrifice_ceremony.process,参加献祭
building.training_ground.training,训练
building.training_ground.experience,每次命中获得的经验值：
building.training_ground.max_level,最高训练等级：
building.training_ground.trained,已训练的战士数量
trait.monogam_warning,"该角色具有<hint=hint_monogam>一夫一妻</hint>的特质，因此，如果该角色已婚，就只能找自己的合法配偶满足性欲。

$如果该角色已婚，请确保其配偶与其关系高于 0。"
advisor.monogam_problem,一夫一妻制的角色很痛苦。
king_has_duty_of_honor,{soul_uuid_king}欠你一笔<hint=hint_debt_of_honor>名誉债</hint>。他们会欣然同意参与这一行动，但债务则会被视为清偿完毕。
king_remove_duty_of_honor,{soul_uuid_king}答应了你的要求，不再欠你<hint=hint_debt_of_honor>名誉债</hint>。
advisor.puppet_can_act,傀儡行动的危险
advisor.matriarch_bad_opinion,女教皇怒不可遏
advisor.bishop_bad_opinion,主教怒不可遏
notification.puppet_bribe_success,{name}：被傀儡贿赂
soul_will_gain_duty_of_honor,{soul_uuid_duty_target}将对你的统治者<hint=hint_debt_of_honor>欠下名誉债</hint>。
soul_gained_duty_of_honor,{soul_uuid_duty_target}现已对你的统治者<hint=hint_debt_of_honor>欠下名誉债</hint>。
opinion_mind.made_faith_preach,传播圣母索菲亚之道
opinion_mind.made_doubt_preach,传播疑窦之道
map.duty_of_honor,名誉债
display_event.duty_of_honor_appear,名誉债
display_event.duty_of_honor_complete,名誉债已偿还
display_event.duty_of_honor_reset_player_king_changed,不再背负名誉债
display_event.duty_of_honor_reset_king_changed,不再背负名誉债
advisor.terror_active,由于恐慌，人口迁入已减少。
trait.immobilization_reasons,无法移动，原因：
economic_summary.no_instruction,<b>未收到指令：</b>
economic_summary.broken,<b>损坏或失能：</b>
economic_summary.not_enought_workers,<b>工人不足：</b>
economic_summary.depleted_soon,<b>田地濒临枯竭：</b>
world_summary.day_events,<center>当天事件</center>
world_summary.neighbore_events,<center>邻近地区的事件</center>
daily_stat.peasants,<b>平民</b>
daily_stat.peasant_left_city,$已离开城市：{peasant_left}
daily_stat.peasants_become_bandit,$已成为<hint=hint_persons_criminal>流民</hint>：{peasant_criminal}
daily_stat.peasants_become_thug,$已成为<hint=hint_persons_cuthroat>刺客</hint>：{peasant_thug}
daily_stat.peasants_become_fanatics,$已成为<hint=hint_persons_fanatic>狂热信徒</hint>：{peasant_fanatic}
daily_stat.peasants_become_loyalists,$已成为<hint=hint_loyalist>忠诚派</hint>：{peasant_loyalist}
daily_stat.migrants,$预计<hint=hint_migration>迁入人口</hint>：{peasant_migrant}
daily_stat.slaves,<b>囚犯</b>
daily_stat.slaves_dead,$囚犯死亡：{slave_dead}
daily_stat.slaves_unhappy,$不满的囚犯：{slave_unhappy}
daily_stat.slaves_rebellion_chance,$<hint=hint_slave_riot>叛乱</hint>发生几率：{slave_rebellion_chance}%
daily_stat.warriors,<b>战士</b>
daily_stat.warriors_dead,$战士死亡：{soldier_dead}
daily_stat.warriors_inflamed_wounds,$遭受<hint=hint_wounds_open>伤口发炎</hint>：{soldiers_sick}</red>
daily_stat.warriors_average_mood,$心情平均值：{soldier_happiness}
daily_stat.warrirors_become_loyalists,$已成为<hint=hint_loyalist>忠诚派</hint>：{soldier_loyalist}
daily_stat.deserted,$已弃逃：{soldier_gone}
faction.migrants,迁入人口
display_event.migrants_waiting_to_be_in,大门口的迁入人口
building.menu.migration,人口迁入
display_event.migrants_leaving,迁入人口正在离开城市
activity.migrant_go,正在前往城市大门
activity.knight_hire_waiting,正在等待重新雇用
menu.army.knight_expired_contract,该雇佣兵的雇佣契约已经到期，但尚未离开你的城市——你仍然可以在 {leaving_time} 之前为其续约。
display_event.knight_contract_expired,该雇佣兵的契约已失效。
display_event.knight_leaving_province,该雇佣兵即将离开城市。
advisor.knights_contracts,该雇佣兵的契约即将失效。
social_class.soldier,战士
actor.loyalty_rating,忠诚度
building.temple.preach.preach_loyalty,忠诚之道
display_event.puppet_sponsored,傀儡收到资金
economics_manager.title,每日经济
display_event.loyalty_rebellion_can_soon_rise,{name}：军事叛乱的威胁
display_event.loyalty_rebellion_start,军事叛乱已开始
display_event.loyalty_rise_discarded,军事叛乱已取消
display_event.repair_hall,修复大厅
duel.loyalty_change,{soul_uuid}将获得 {number} 忠诚度
menu.buidling.church.preach_loyalty,提高忠诚度
actor.sad_about_death,"逝者亲友在此悼念 
{lords_list} 的离世"
display_event.lord_dead,{name}已经去世
actor.angered_to_king_for_death,这些领主也因其离世而对君王感到愤怒。
actor.sad_about_punish,"该角色的亲友在受到惩罚后会非常愤怒：
{lords_list}"
soldiers.loyalty_hud,$对君王的忠诚度：{loyalty}%
display_event.ai_loyalty_preach,{name}：对战士进行了忠诚布道
advisor.high_loyalty,军队忠诚度岌岌可危
loyalty_reason.battle_win,在最近一场战斗中取胜
loyalty_reason.duel,在最近一场对决中取胜
loyalty_reason.inspection,视察
loyalty_reason.fanatics,狂热信徒
loyalty_reason.loyalists,忠诚派
gui_economics.production,生产
gui_economics.distribution,资源分发
gui_economics.trade,贸易与财务
gui_economics.once,一次性
gui_economics.every_day,每天
gui_economics.required,需要
gui_economics.do_up_to_x,持续生产至 X
gui_economics.do_x,做到 X
gui_economics.sell,出售
gui_economics.by_price,价格
gui_economics.internal_trade,内部交易
gui_economics.new_task,新任务
gui_economics.distribution_complete,分发完成！
gui_economics.sale.cap,销售
gui_economics.do_x.cap,做到 X
gui_economics.do_up_to_x.cap,持续生产至 X
gui_economics.every_day.cap,每天
gui_economics.once.cap,一次性
gui_economics.food,食物
gui_economics.alcohol,酒
gui_economics.alchemy,炼金
