Key,Korean
actor.action_task.bishop_fix_relations,증오를 씻는 참회
opinion_mind.repentance_of_hatred,증오를 씻는 참회
opinion_mind.church_defence_request,보호 요청으로 약점이 드러났습니다
knowledge.blocked_reason.caravan_bring_required,영주 중 한 명이 {knowledge_name}을(를) 알고 있어야 합니다.
input.not_bounded,미배정
input.key_already_used,이미 사용 중인 키
opinion_mind.bishop_guest_accept,사제를 보호했습니다
input.action.quick_save,빠른 저장
matriarch.church_defence_active,사랑의 가족의 보호가 종료되기까지: {days}.
actor.part_of_nature.philosoph,학자
mind.fight_agains_bandit,도적단의 망치
opinion_mind.my_master,나의 우상
opinion_mind.my_puppet,나의 꼭두각시
mind.made_gift_to_master,우상에게 선물 제공
mind.master_death,우상의 죽음
appoint.puppet_action_set,이로 인해 꼭두각시의 충성도가 감소합니다
display_event.puppet_become,{master}이(가) {puppet}의 의지를 꺾었습니다.
display_event.puppet_reset,{puppet}은(는) 더 이상 꼭두각시가 아닙니다.
opinion_mind.forced_to_crime,강제로 범죄를 저지름
opinion_mind.forced_to_action,강제로 행동함
actor.opinion.special.master,우상
actor.opinion.special.puppet,꼭두각시
actor.relations.filter.puppets,꼭두각시
opinion_mind_interest.lust,음탕 특성
menu.army.new_army.create.build_hall,사용 불가. 영주관을 건설하세요.
opinion_mind.forced_puppet_rebellion,반란에 꼭두각시를 이용함
map.lord_rebellion_puppet,꼭두각시 반란
changelog.header,새로운 소식
display_event.check_problems,문제 목록 확인
display_event.lord_dead_in_hostage,{name}: 감금 중 사망
mind.bad_hunt,실패한 사냥
opinion_mind.bad_hunter,형편없는 사냥꾼
display_event.bad_hunt_on_global_map,{name}: 실패한 사냥
beta_branch.title,게임 브랜치
beta_branch.set,설정 및 재시작
display_event.guest_role_revealed,{guest_name}: 드러난 의도
opinion_mind.good_reception,품위 있게 내 영주를 맞이함
opinion_mind.bad_reception,내 영주를 푸대접함
actor.action_task.slander,중상모략
actor.action_task.praise,칭찬
opinion_mind.made_a_gift,선물 제공
guest_role.communicative,사교인
guest_role.duelist,결투자
guest_role.provoker,도발자
guest_role.puppet_master,조종자
guest_role.manipulator,모략가
guest_role.seducer,유혹자
guest_role.player,도박꾼
guest_role.educator,계몽자
actor.action_task.donate_to_master,우상에게 선물
building.fortification_gate,관문
building.fortification_tower,방어탑
trait.puppet,꼭두각시
opinion_mind.slander_to_other,다른 사람에게 원한을 품었음
mind.beer_drinking,취기: 맥주
mind.prayed,기도함
mind.sleepiness,졸림
trait.sleepiness,졸림
map.category.agression,공격성
9map.appoint.sub_category.sudden_attack,기습 공격
trait.sex_desire_weak,성욕
trait.sex_desire_strong,성적 강박
mind.sex_desire_weak,성욕
mind.sex_desire_strong,성적 강박
trait.malnutrition,영양실조
mind.malnutrition,영양실조
opinion_mind.sudden_attacked_me,갑자기 날 공격했음
opinion_mind.sudden_attack_traity,갑자기 배신하여 날 공격했음
opinion_mind.sudden_force_neutrality_me,중립을 강요함
menu.bodyguard,경호원
bodyguard.maximal_count,경비병({current} / {maximal})
bodyguard.minimal_battle_level,최소 전투 레벨
activity_state.bodyguard_watching,영주 경비
trait.on_bender,만취
notification.on_bender,{name}: 폭음했습니다!
display_event.sudden_attack,기습 공격! {faction_name}의 군대가 진군 중입니다!
bodyguard.status.no_guards,가능한 전사가 없습니다.
bodyguard.status.active,경호는 오전 4시까지 지속됩니다.
bodyguard.status.start_soon,경호는 오후 11시에 시작됩니다.
bodyguard.appoint_line_1,경호원 배정
bodyguard.appoint_line_2,경호원 {current}/{limit}
actor.general,일반
actor.important_feelings,강렬한 감정
opinion_mind.my_master_enemy,우상의 적
opinion_mind_interest.culture,흥미로운 문화
trait.crimer,범죄자
building.menu.terror_slaves,수감자 {count}
building.menu.criminal,범죄자
menu.migration.change,이주자: {count}
mind.crime_in_city,마을 내 범죄
opinion_mind.small_talk,일상 대화를 나눴음
wolf.name,늑대
pig.name,돼지
tech.philosophy_history,철학사
mind.slept_on_ground,땅바닥에서 잠
building.temple.preach.usual_preach,기쁨의 설교
faction.bums_in_rags,남루한 사람
menu.buidling.church.mind_add,기분 +{moral_add}
menu.buidling.church.fanatics_new,광신도가 생성됨
menu.buidling.church.agnostics_new,불가지론자가 생성됨
menu.building.church.preach_cost,비용: <hint=hint_resource_rune>{cost}</hint> (주교의 주머니로 들어감).
trait.duelist,결투자
trait.intriguan,책략가
display_event.bums_in_rags_can_attack,인근에서 남루한 사람 발견
actor.class.only_fists,비무장
display_event.bums_in_rags_attack_town,남루한 무리가 도시 공격 중!
mind.was_in_patrol,순찰을 했음
actor.deep_social_alias.small_talk_1,"{name_initiator}, {name_target}이(가) 가벼운 대화를 나눴습니다."
actor.deep_social_alias.small_talk_2,"{name_initiator}, {name_target}이(가) 즐거운 대화를 나누며 시간을 보냈습니다."
actor.deep_social_alias.small_talk_3,"{name_initiator}, {name_target}이(가) 잡담을 했습니다."
actor.deep_social_alias.small_talk_4,"{name_initiator}, {name_target}이(가) 최근의 사건에 대해 논의했습니다."
actor.deep_social_alias.small_talk_5,"{name_initiator}, {name_target}이(가) 서로 즐겁게 어울렸습니다."
mind.ceremony,식에 감명받음.
building.menu.church.repeat_preach,매일 반복
opinion_mind.king_bribe_me,나에게 선물을 주도록 명령함
opinion_mind.seduce,내 유혹자의 평가
building.menu.terror_nodody,처벌 없음
building.menu.terror_criminals,수감된 범죄자 {count}
actor.action_task.make_puppet,꼭두각시 만들기
mind.overpopulation,인구 과잉
guest_role.parent,부모
faction.unique_guests_piligrims,순례자
advisor.peasants_unhappy_2,도시를 떠나는 농민
action_task.category.intrigue,음모
display_event.burned_library,도서관이 불에 탔습니다!
display_event.bums_in_rags_attack_soon,남루한 사람들이 도시에 접근 중입니다!
actor.action_task.donate_to_bishop,주교에게 보상
advisor.deadly_enemy,극도의 증오
building.menu.autoset_as_inspector,자동 배정
display_event.clerk_autoseted,{building_name}: 건물이 건설되었습니다. 사무국의 사무관이 점검관으로 배정되었습니다.
opinion_mind.matriarch_sudden_attack_fair,경고 없이 공격
opinion_mind.matriarch_sudden_attack_unfair,이웃을 경고 없이 공격
display_event.building_builded,{building_name}: 건물 건설 완료
display_event.bishop_study_discard,{study_target}: 교육 중단됨
duel.is_bad,"</b>주의:</b> 
캐릭터들 간의 관계가 적대적이지 않으므로 결투 도발은 암살 시도로 간주되며, 통치자가 그 책임을 지게 됩니다. 

그 결과, 당신의 통치자에 대한 <hint=hint_relations_matriarch>총대주교의</hint> 태도가 <red>{rel_de}</red> 악화됩니다."
mutator.without_bums_in_rags,남루한 무리 없음
display_event.rings_inheritance,{heir}: 유산 상속
notification.puppet_donate_to_master,{puppet} -> {master}: 우상에게 선물 제공
menu.army.create_squad.title,분대 생성
menu.army.create_squad,분대 만들기
menu.army.hire_soldier,전사 고용
display_event.soldiers_cant_trait,전사 훈련 중지됨
building.menu.farm_autorefill,자동 비옥화
trait.planned_sex,예정된 데이트
menu.army.new_army.save_squad_composition,구성 저장
display_event.inspector_replaced,점검 재배정
display_event.knowledge_interaction_removed_by_blind,지식 작업 취소됨
activity_state.sacrifice_ceremony.process,희생에 참석함
building.training_ground.training,훈련
building.training_ground.experience,타격당 경험치:
building.training_ground.max_level,최대 훈련 레벨:
building.training_ground.trained,훈련된 전사:
trait.monogam_warning,"캐릭터가 <hint=hint_monogam>일부일처</hint> 특성을 가지고 있으므로, 결혼한 상태에서는 성욕 충족 대상이 합법적인 배우자로 한정됩니다.

$ 결혼한 상태라면 배우자의 캐릭터에 대한 태도를 0보다 높게 유지하도록 하세요."
advisor.monogam_problem,일부일처 캐릭터가 고통을 받습니다.
king_has_duty_of_honor,"{soul_uuid_king}은(는) 당신에게 <hint=hint_debt_of_honor>명예의 빚</hint>을 지고 있습니다. 상대가 이 행동을 기꺼이 수락하겠지만, 빚이 이행된 것으로 간주될 것입니다."
king_remove_duty_of_honor,"{soul_uuid_king}은(는) 당신의 요청을 받아들였으며, 더 이상 당신에게 <hint=hint_debt_of_honor>명예의 빚</hint>을 지지 않습니다."
advisor.puppet_can_act,꼭두각시 행동의 위험성
advisor.matriarch_bad_opinion,총대주교가 분노합니다
advisor.bishop_bad_opinion,주교가 분노합니다
notification.puppet_bribe_success,{name}: 꼭두각시에게 뇌물 받음
soul_will_gain_duty_of_honor,{soul_uuid_duty_target}은(는) 당신의 통치자에게 <hint=hint_debt_of_honor>명예로 구속</hint>될 것입니다.
soul_gained_duty_of_honor,{soul_uuid_duty_target}은(는) 이제 당신의 통치자에게 <hint=hint_debt_of_honor>명예로 구속</hint>됩니다.
opinion_mind.made_faith_preach,소피아 설교 중
opinion_mind.made_doubt_preach,의심 설교 중
map.duty_of_honor,명예의 빚
display_event.duty_of_honor_appear,명예의 빚
display_event.duty_of_honor_complete,명예의 빚 이행됨
display_event.duty_of_honor_reset_player_king_changed,명예의 빚 적용 중단
display_event.duty_of_honor_reset_king_changed,명예의 빚 적용 중단
advisor.terror_active,공포로 인해 이주가 감소했습니다.
trait.immobilization_reasons,이동 불가 이유:
economic_summary.no_instruction,<b>받은 지시 없음:</b>
economic_summary.broken,<b>망가졌거나 작동 불능:</b>
economic_summary.not_enought_workers,<b>일꾼 부족:</b>
economic_summary.depleted_soon,<b>고갈 직적의 밭:</b>
world_summary.day_events,<center>오늘의 사건</center>
world_summary.neighbore_events,<center>이웃 지역의 사건</center>
daily_stat.peasants,<b>농민</b>
daily_stat.peasant_left_city,$ 도시 떠남: {peasant_left}
daily_stat.peasants_become_bandit,$ <hint=hint_persons_criminal>부랑자</hint>가 됨: {peasant_criminal}
daily_stat.peasants_become_thug,$ <hint=hint_persons_cuthroat>흉악범</hint>이 됨: {peasant_thug}
daily_stat.peasants_become_fanatics,$ <hint=hint_persons_fanatic>광신도</hint>가 됨: {peasant_fanatic}
daily_stat.peasants_become_loyalists,$ <hint=hint_loyalist>충성파</hint>가 됨: {peasant_loyalist}
daily_stat.migrants,$ 예상 <hint=hint_migration>이주자</hint>: {peasant_migrant}
daily_stat.slaves,<b>수감자</b>
daily_stat.slaves_dead,$ 사망한 수감자: {slave_dead}
daily_stat.slaves_unhappy,$ 불행한 수감자: {slave_unhappy}
daily_stat.slaves_rebellion_chance,$ <hint=hint_slave_riot>반란</hint> 확률: {slave_rebellion_chance}%
daily_stat.warriors,<b>전사</b>
daily_stat.warriors_dead,$ 사망한 전사: {soldier_dead}
daily_stat.warriors_inflamed_wounds,$ <hint=hint_wounds_open>염증성 상처</hint>에 걸림: {soldiers_sick}</red>
daily_stat.warriors_average_mood,$ 평균 기분: {soldier_happiness}
daily_stat.warrirors_become_loyalists,$ <hint=hint_loyalist>충성파</hint>가 됨: {soldier_loyalist}
daily_stat.deserted,$ 탈영: {soldier_gone}
faction.migrants,이주자
display_event.migrants_waiting_to_be_in,관문 앞의 이주자들
building.menu.migration,이주
display_event.migrants_leaving,도시를 떠나는 이주자
activity.migrant_go,도시 관문으로 가는 중
activity.knight_hire_waiting,재고용 대기 중
menu.army.knight_expired_contract,용병의 계약이 만료되었으나 아직 도시를 떠나지 않았습니다. {leaving_time}까지 다시 고용할 수 있습니다.
display_event.knight_contract_expired,용병의 계약이 만료되었습니다.
display_event.knight_leaving_province,용병이 도시를 떠나고 있습니다.
advisor.knights_contracts,용병의 계약이 곧 만료됩니다.
social_class.soldier,전사
actor.loyalty_rating,충성도
building.temple.preach.preach_loyalty,충성의 설교
display_event.puppet_sponsored,꼭두각시가 자금을 받음
economics_manager.title,일일 경제
display_event.loyalty_rebellion_can_soon_rise,{name}: 군사 반란 위험
display_event.loyalty_rebellion_start,군사 반란 시작됨
display_event.loyalty_rise_discarded,군사 반란 중지됨
display_event.repair_hall,영주관 수리
duel.loyalty_change,{soul_uuid}의 충성도 {number} 추가
menu.buidling.church.preach_loyalty,충성도 증가
actor.sad_about_death,"사망한 캐릭터의 죽음에 애도할 친척 및 친구:
{lords_list}"
display_event.lord_dead,{name} 사망함
actor.angered_to_king_for_death,이 영주들은 또한 캐릭터의 죽음에 대해 왕에게 분노합니다.
actor.sad_about_punish,"캐릭터가 처벌받는 경우 격분할 캐릭터의 친척 및 친구:
{lords_list}"
soldiers.loyalty_hud,$ 왕에 대한 충성도: {loyalty}%
display_event.ai_loyalty_preach,{name}: 전사들에게 충성의 설교 진행
advisor.high_loyalty,위험한 수준의 군대 충성도
loyalty_reason.battle_win,최근 전투에서 승리
loyalty_reason.duel,최근 결투에서 승리
loyalty_reason.inspection,점검
loyalty_reason.fanatics,광신도
loyalty_reason.loyalists,충성파
gui_economics.production,생산
gui_economics.distribution,자원 배급
gui_economics.trade,무역 및 재정
gui_economics.once,한 번
