Key,Indonesia
faction.unique_guests_piligrims,Peziarah
advisor.peasants_unhappy_2,Petani meninggalkan kota
action_task.category.intrigue,Intrik
display_event.burned_library,Perpustakaan terbakar!
display_event.bums_in_rags_attack_soon,Orang-orang Compang-camping mendekati kota!
actor.action_task.donate_to_bishop,Berikan Hadiah kepada Uskup
advisor.deadly_enemy,Permusuhan Mematikan
building.menu.autoset_as_inspector,Penugasan Otomatis
display_event.clerk_autoseted,{building_name}: Bangunan dibangun. Seorang pegawai dari Kancelari ditugaskan sebagai inspektur.
opinion_mind.matriarch_sudden_attack_fair,Menyerang tanpa peringatan
opinion_mind.matriarch_sudden_attack_unfair,Menyerang tetangga tanpa peringatan
display_event.building_builded,{building_name}: bangunan telah dibangun
display_event.bishop_study_discard,{study_target}: Pendidikan Ditangguhkan
duel.is_bad,"</b>Perhatian:</b>  
Hubungan antara karakter tidak bermusuhan, sehingga memprovokasi duel akan dianggap sebagai upaya pembunuhan, yang mana penguasa bertanggung jawab atasnya.  

Akibatnya, sikap <hint=hint_relations_matriarch>Matriark</hint> terhadap penguasa Anda akan memburuk sebesar <red>{rel_de}</red>."
mutator.without_bums_in_rags,Tidak ada kaum compang-camping
display_event.rings_inheritance,{heir}: Diwarisi sebuah warisan
notification.puppet_donate_to_master,{puppet} -> {master}: Memberi hadiah kepada idola mereka
menu.army.create_squad.title,Pembentukan Regu
menu.army.create_squad,Buat regu
menu.army.hire_soldier,Rekrut prajurit
display_event.soldiers_cant_trait,Pelatihan prajurit dijeda
building.menu.farm_autorefill,Pemupukan Otomatis
trait.planned_sex,Tanggal Terjadwal
menu.army.new_army.save_squad_composition,Simpan regu
display_event.inspector_replaced,Pemeriksaan yang Ditugaskan Ulang
display_event.knowledge_interaction_removed_by_blind,Pekerjaan Pengetahuan Dibatalkan
activity_state.sacrifice_ceremony.process,Berpartisipasi dalam pengorbanan
building.training_ground.training,PELAIHAN
building.training_ground.experience,Pengalaman per pukulan:
building.training_ground.max_level,Tingkat pelatihan maks:
building.training_ground.trained,Prajurit yang dilatih:
trait.monogam_warning,"Karakter memiliki sifat <hint=hint_monogam>monogami</hint>, sehingga jika mereka menikah, kemampuan mereka untuk memenuhi keinginan seksual terbatas pada pasangan sah mereka.

$ Jika mereka menikah, pastikan sikap pasangan mereka terhadap mereka di atas 0."
advisor.monogam_problem,Karakter monogami menderita.
king_has_duty_of_honor,"{soul_uuid_king} berutang <hint=hint_debt_of_honor>hutang kehormatan</hint> kepada Anda. Mereka akan dengan sukarela menyetujui tindakan ini, tetapi hutang tersebut akan dianggap terpenuhi."
king_remove_duty_of_honor,{soul_uuid_king} telah mematuhi permintaan Anda dan tidak lagi berutang <hint=hint_debt_of_honor>hutang kehormatan</hint> kepada Anda.
advisor.puppet_can_act,Bahaya Tindakan Boneka
advisor.matriarch_bad_opinion,Matriark Marah
advisor.bishop_bad_opinion,Uskup Marah
notification.puppet_bribe_success,{name}: disuap oleh boneka
soul_will_gain_duty_of_honor,{soul_uuid_duty_target} akan terikat <hint=hint_debt_of_honor>hutang kehormatan</hint> kepada Penguasa Anda.
soul_gained_duty_of_honor,{soul_uuid_duty_target} sekarang terikat <hint=hint_debt_of_honor>hutang kehormatan</hint> kepada Penguasa Anda.
opinion_mind.made_faith_preach,Khotbah Sophia
opinion_mind.made_doubt_preach,Khotbah Keraguan
map.duty_of_honor,Hutang Kehormatan
display_event.duty_of_honor_appear,Hutang Kehormatan
display_event.duty_of_honor_complete,Hutang Kehormatan Terpenuhi
display_event.duty_of_honor_reset_player_king_changed,Hutang Kehormatan Tidak Lagi Berlaku
display_event.duty_of_honor_reset_king_changed,Hutang Kehormatan Tidak Lagi Berlaku
advisor.terror_active,Migrasi berkurang karena teror.
trait.immobilization_reasons,Tidak dapat bergerak karena:
economic_summary.no_instruction,<b>Instruksi tidak diterima:</b>
economic_summary.broken,<b>Rusak atau tidak berfungsi:</b>
economic_summary.not_enought_workers,<b>Pekerja tidak mencukupi:</b>
economic_summary.depleted_soon,<b>Ladang hampir habis:</b>
world_summary.day_events,<center>Peristiwa untuk hari ini</center>
world_summary.neighbore_events,<center>Peristiwa dari wilayah tetangga</center>
daily_stat.peasants,<b>PETANI</b>
daily_stat.peasant_left_city,$ Meninggalkan kota: {peasant_left}
daily_stat.peasants_become_bandit,$ Menjadi <hint=hint_persons_criminal>pengembara</hint>: {peasant_criminal}
daily_stat.peasants_become_thug,$ Menjadi <hint=hint_persons_cuthroat>pembunuh berantai</hint>: {peasant_thug}
daily_stat.peasants_become_fanatics,$ Menjadi <hint=hint_persons_fanatic>fanaik</hint>: {peasant_fanatic}
daily_stat.peasants_become_loyalists,$ Menjadi <hint=hint_loyalist>loyalis</hint>: {peasant_loyalist}
daily_stat.migrants,$ Diperkirakan <hint=hint_migration>pendatang</hint>: {peasant_migrant}
daily_stat.slaves,<b>NARAPIDANA</b>
daily_stat.slaves_dead,$ Narapidana meninggal: {slave_dead}
daily_stat.slaves_unhappy,$ Narapidana tidak bahagia: {slave_unhappy}
daily_stat.slaves_rebellion_chance,$ Kemungkinan <hint=hint_slave_riot>pemberontakan</hint>: {slave_rebellion_chance}%
daily_stat.warriors,<b>PRAJURIT</b>
daily_stat.warriors_dead,"$ Prajurit meninggal: {soldier_dead} "
daily_stat.warriors_inflamed_wounds,$ Terkena <hint=hint_wounds_open>peradangan luka</hint>: {soldiers_sick}</red>
daily_stat.warriors_average_mood,"$ Rata-rata suasana hati: {soldier_happiness} "
daily_stat.warrirors_become_loyalists,$ Menjadi <hint=hint_loyalist>loyalis</hint>: {soldier_loyalist}
daily_stat.deserted,$ Membelot: {soldier_gone}
faction.migrants,Pendatang
display_event.migrants_waiting_to_be_in,Pendatang di gerbang
building.menu.migration,MIGRASI
display_event.migrants_leaving,Pendatang meninggalkan kota
activity.migrant_go,Menuju gerbang kota
activity.knight_hire_waiting,Menunggu direkrut kembali
menu.army.knight_expired_contract,"Kontrak tentara bayaran ini telah berakhir, tetapi mereka belum meninggalkan kota Anda - Anda masih bisa merekrut mereka sebelum {leaving_time}."
display_event.knight_contract_expired,Kontrak tentara bayaran telah berakhir.
display_event.knight_leaving_province,Tentara bayaran meninggalkan kota.
advisor.knights_contracts,Kontrak tentara bayaran akan segera berakhir.
social_class.soldier,Prajurit
actor.loyalty_rating,KESETIAAN
building.temple.preach.preach_loyalty,Khotbah Kesetiaan
display_event.puppet_sponsored,Boneka Menerima Dana
economics_manager.title,Ekonomi Harian
display_event.loyalty_rebellion_can_soon_rise,{name}: Ancaman Pemberontakan Militer
display_event.loyalty_rebellion_start,Pemberontakan Militer Dimulai
display_event.loyalty_rise_discarded,Pemberontakan Militer Dibatalkan
display_event.repair_hall,Perbaiki Aula
duel.loyalty_change,{soul_uuid} akan mendapatkan {number} untuk kesetiaan
menu.buidling.church.preach_loyalty,Tingkatkan kesetiaan
actor.sad_about_death,"Kerabat dan teman karakter yang meninggal yang akan berduka atas kematian mereka:
{lords_list}"
display_event.lord_dead,{name} telah meninggal
actor.angered_to_king_for_death,Para lord ini juga marah kepada raja karena kematian mereka.
actor.sad_about_punish,"Kerabat dan teman karakter yang akan marah besar jika mereka dihukum:
{lords_list}"
soldiers.loyalty_hud,$ Kesetiaan kepada raja: {loyalty}%
display_event.ai_loyalty_preach,{name}: mengadakan khotbah kesetiaan di antara prajurit
advisor.high_loyalty,Kesetiaan tentara dalam bahaya
loyalty_reason.battle_win,Kemenangan dalam pertempuran baru-baru ini
loyalty_reason.duel,Kemenangan dalam duel baru-baru ini
loyalty_reason.inspection,Pemeriksaan
loyalty_reason.fanatics,Fanaik
loyalty_reason.loyalists,Loyalis
gui_economics.production,Produksi
gui_economics.distribution,Distribusi Sumber Daya
gui_economics.trade,Perdagangan dan Keuangan
gui_economics.once,Sekali
gui_economics.every_day,Setiap Hari
gui_economics.required,Diperlukan
gui_economics.do_up_to_x,Lakukan Sampai X
gui_economics.do_x,Lakukan X
gui_economics.sell,Jual
gui_economics.by_price,Dengan Harga
gui_economics.internal_trade,Perdagangan Internal
gui_economics.new_task,Tugas Baru
gui_economics.distribution_complete,Distribusi Selesai!
gui_economics.sale.cap,PENJUALAN
gui_economics.do_x.cap,LAKUKAN X
gui_economics.do_up_to_x.cap,LAKUKAN SAMPAI X
gui_economics.every_day.cap,SETIAP HARI
gui_economics.once.cap,SEKALI
gui_economics.food,Makanan
gui_economics.alcohol,Alkohol
gui_economics.alchemy,Alkimia
gui_economics.liquids,Cairan
gui_economics.weapons,Senjata
gui_economics.armor,Zirah
gui_economics.resources,Sumber Daya
building.menu.location_efficiency,LOKASI {hint}
building.menu.total_efficiency,Waktu Kerja:
menu.building.church.preach_cost_new,Biaya: <hint=hint_resource_gold>{cost}</hint> (masuk ke kantong Uskup).
loyalty.total,Prajurit setia kepada karakter ini: {soldiers} ({value}%)
loyalty.loyalists,Prajurit loyalis setia kepada raja: {soldiers} ({value}%)
loyalty.fanatics,Prajurit fanatik setia kepada uskup: {soldiers} ({value}%)
loyalty.reasons_describe,Perubahan selama {days} hari terakhir:
advisor.placement_inefficient,Penempatan Produksi Tidak Efisien
economic_summary.unefficient_placement,<b>Penempatan Tidak Efisien:</b>
activity_state.budget_transition.go,Berinteraksi dengan Perbendaharaan
activity.budget_transition,Interaksi Perbendaharaan
actor.action_task.take_gold_small,Ambil Jumlah Emas Kecil
actor.action_task.take_gold,Ambil Emas
actor.action_task.put_gold_small,Setor Jumlah Emas Kecil
actor.action_task.put_gold,Setor Emas
action_task.category.budget,Perbendaharaan
bodyguards.no_soldiers,Tidak ada penjaga yang tersedia!
universal_appoint.empty,Tidak ada tindakan yang tersedia
advice.food_not_distributed,{group_name}: Tidak menerima makanan!
advice.food_not_for_sale,{group_name}: Tidak bisa membeli makanan!
mind.take_gold,Mengambil Emas
mind.put_gold,Menyetor Emas
mind.take_ring,Mengambil Holy Rings
mind.put_ring,Menyetor Holy Rings
actor.action_task.take_ring_small,Ambil Jumlah Holy Rings Kecil
actor.action_task.take_ring,Ambil Holy Rings
actor.action_task.put_ring_small,Setor Jumlah Holy Rings Kecil
actor.action_task.put_ring,Setor Holy Rings
building.spoilage_per_day,Kerusakan {spoilage}% per hari
advice.storages_overflow,Penyimpanan penuh
menu.construction.category.storages,Gudang-gudang
building.granary,Lumbung
building.armory,Persenjataan
building.builders,Kemah Tukang Bangunan
menu.tools.hint.economics,Ekonomi
building.menu.no_workers,Tidak Ada Pekerja
activity_state.buy_runes_go,Menuju Membeli Holy Rings
activity_state.buy_runes_process,Membeli Holy Rings
activity_state.sell_runes_go,Menuju Menjual Holy Rings
activity_state.sell_runes_process,Menjual Holy Rings
building.support_preach,Khotbah Dukungan
mind.humiliated_by_flattery,Direndahkan Melalui Sanjungan
gui_economics.armory,Persediaan Perang
gui_economics.raw,Bahan Mentah
gui_economics.herbs,Vegetasi
loyalty_rebellion.potential_supporters,"Akan berpihak pada pemberontak:  
{lords_list}"
economic_summary.spoilage_resources,<b>Sumber Daya Busuk:</b>
advice.storages_will_overflow_by_farm,Penyimpanan akan meluap dengan panen
knight.name_prefix.male,Sir {name}
knight.name_prefix.female,Dame {name}
tech.economics_salary,Upah
tech.internal_trade,Perdagangan Internal
display_event.people_not_recieve_food,{group_name}: Tidak menerima makanan!
mind.dummy_rich,Sejahtera
map.lord_rebellion_lord,Politisi Pemberontak
mind.visited_public_place,Mengunjungi tempat umum
building.menu.comfort,KENYAMANAN:
opinion_mind.my_protege,Muridku
trait.politic,Politisi
building.menu.warriors_priority,Prioritas Untuk Prajurit
menu.army.group.mercenaries_new,TENTARA BAYARAN ({count})
building.warehouse_header,KAPASITAS
building.effect.living_zone,Tetangga
mind.house_comfort,Kenyamanan Perumahan
menu.battle_squad.edit_squad,Edit Regu
menu.army.edit_squad.title,Pengeditan Regu
menu.army.edit_squad.accept,Terapkan
display_event.lord_become_politic,{name}: menjadi politis
actor.action_task.praise_super,Berbaikan
notification.character_praise_super,{name_target} -> {name_third_person}: hubungan membaik sebagai hasil dari rekonsiliasi.
mind.gold_count_no,Kantong Kosong
mind.gold_count_mid,Sejahtera
mind.gold_count_high,Kekayaan yang Amoral
opinion_mind_interest.rings,Holy Rings yang Indah
opinion_mind.envy_gold,Iri hati akan emas
mind.saint_punch,"Tamparan Suci
"
notification.ai_preach_process,{name} sedang menyampaikan {preach}
mind.dummy_poor,Kantong Kosong
mind.dummy_very_rich,Kekayaan yang Amoral
mind.soldier_poor,Kantong Kosong
mind.soldier_rich,Sejahtera
mind.soldier_very_rich,Kekayaan yang Amoral
negative_mind_inline,$ Pikiran dari {soul_uuid_performer}: <red>{mind_value}</red>
seduce_charisma_effect,$ {soul_uuid_performer} tidak mendapatkan pikiran negatif karena memiliki bakat <hint={trait_hint}>{talent_name}</hint>.
loyalty_reason.battle_loose,Kalah dalam pertempuran baru-baru ini
opinion_mind_interest.was_seduce,Digoda
seduce_puppet_in_result,"Sebagai hasil dari godaan, {soul_uuid_target} akan menjadi <hint=hint_encyclopedia_puppets>boneka</hint> dari {soul_uuid_master}."
seduce_duty_of_honor_in_result,"Sebagai hasil dari godaan, {soul_uuid_target} akan mendapatkan <hint=hint_debt_of_honor>hutang kehormatan</hint>."
unavailable_header,TIDAK TERSEDIA
building.effect.burned,Bangunan yang Terbakar
map.category.puppets,Boneka
shadow_action.puppet_bonus,"Peluang keberhasilan meningkat secara signifikan karena {soul_uuid_performer} adalah lesser lord setempat.

Setelah melakukan perbuatan gelap ini, boneka akan mengungkapkan diri dan mencari perlindungan padamu."
display_event.puppet_make_crime_and_become_untitled,"Boneka melakukan kejahatan atas perintahmu dan telah meninggalkan kota mereka, menuju ke arahmu."
display_event.politic_made_donat,{name}: Politisi memberikan hadiah
display_event.politic_made_flattery,{name}: Politisi memuji lord
display_event.politic_request_donate,{name}: Politisi menerima sumbangan
notification.buy_ring_from_caravan,{name}: membeli Holy Ring dari karavaner
notification.sell_ring_to_caravan,{name}: menjual Holy Ring ke karavaner
activity_state.shopping_caravan.go_to,Menuju karavaner
conversation.politic_donate_to_bishop,Hadiah untuk uskup
conversation.politic_donate_to_lord,Hadiah untuk lord
conversation.politic_flattery,Sanjungan
conversation.politic_request_donate,Donasi untuk politisi
mutator.no_politics,Tanpa politisi
display_event.bishop_bribe_politic,Politisi {name} disuap oleh Uskup
building.hut_6x10,Rumah Tempat Tinggal
building.hut_8x8,Rumah Tempat Tinggal
building.hut_10x6,Rumah Tempat Tinggal
building.lord_house_6x10,Rumah Kota Lord
building.lord_house_10x6,Rumah Kota Lord
menu.army.fire_selected,Pemecatan Terpilih
menu.squad_creating.equipment_auto,Otomatis
menu.politic_ally_army_strenght,Kekuatan Pasukan: {number}
economic_summary.caravan_purchase,$ Penduduk <hint=hint_dummy_caravan_purchases>membeli barang</hint> dari Holy Caravan dengan (<hint=hint_resource_gold>{caravan_purchases}</hint>):
building.caption_with_level.short,{level} tingkat - {building_name}
menu.knowledge.autostudy,Pembelajaran Otomatis
opinion_mind.no_church,Tidak Ada Kuil di Kota
building.free.construction_cost,GRATIS  x{remain}
mind.house_discomfort,Ketidaknyamanan Perumahan
notification.lord_become_politic_friend,{name} telah menjadi pengikut politisi {politic}.
building.variation.vertical,Vertikal
building.variation.horizontal,Horizontal
building.variation.square,Kotak
mind.good_housing,Kenyamanan Perumahan
mind.excellent_housing,Kenyamanan Perumahan
house_upgrade.living_places,$ Jumlah ruang tempat tinggal akan meningkat menjadi {number_of_living_places}.
house_upgrade.housing_mind,$ Penduduk rumah ini akan mendapatkan pikiran <green>{housing_mind}</green>.
display_event.reg_riot_cancel_by_no_death,Para fanatik puas. Tidak akan ada pemberontakan.
menu.finance.goods_availability.lords,Para Lord
display_event.lords_summary,Ringkasan Para Lord
display_event.politic_seduce,{name}: merayu {target}
opinion_mind.seduce_by_politic,Dia meyakinkan di tempat tidur
actor.action_task.flattery,Sanjungan
opinion_mind.church_delegate,Perwakilan Pihak Gereja
display_event.puppet_donated_to_master,{name}: memberi hadiah kepada idola mereka
building.prefer.dummy,Petani
opinion_mind.take_title_from_politician,Mencabut gelar dari politisi
action_task_optional_take_title_from_politician,"Anda sedang mencabut gelar dari <hint=hint_politic>politisi</hint>. Pengikut mereka akan tidak senang dan mendapatkan pikiran <red>{negative_mind}</red> tentang penguasa Anda.  

Daftar <hint=hint_followers>pengikut</hint>:  
{list_of_followers}"
building.menu.combat_min,Tingkat Tempur Minimum
building.menu.gear,PERALATAN
building.menu.no_weapon,Tidak Ada Senjata
building.menu.no_armor,Tidak Ada Zirah
building.menu.no_shield,Tidak Ada Perisai
building.menu.with_shield,Dengan Perisai
